date,open,high,low,close,adj_close,volume,dividends,stock_splits
2021-01-29,218.6999969482422,218.8500061035156,207.7749938964844,208.9499969482422,190.86888122558597,31264842,0.0,0.0
2021-02-01,208.0500030517578,211.8999938964844,204.1000061035156,210.75,192.5131072998047,30163704,0.0,0.0
2021-02-02,214.0,217.7749938964844,211.8249969482422,214.1750030517578,195.6417388916016,26620996,0.0,0.0
2021-02-03,215.1000061035156,219.9750061035156,215.1000061035156,216.75,197.9939117431641,19795332,0.0,0.0
2021-02-04,216.75,218.4499969482422,214.125,214.9499969482422,196.34967041015625,14386598,0.0,0.0
2021-02-05,216.0,216.6999969482422,210.2749938964844,212.7749938964844,194.3628845214844,17358052,0.0,0.0
2021-02-08,215.1750030517578,218.8500061035156,213.1499938964844,217.6499938964844,198.81602478027344,25032680,0.0,0.0
2021-02-09,220.125,225.875,217.6000061035156,219.6750030517578,200.6657867431641,58949660,0.0,0.0
2021-02-10,221.0,222.0749969482422,217.5,219.5,200.5059509277344,21215470,0.0,0.0
2021-02-11,219.5,220.25,216.6999969482422,218.5,199.59246826171875,18474052,0.0,0.0
2021-02-12,220.0,224.6000061035156,219.8000030517578,221.0,201.87612915039065,38561668,0.0,0.0
2021-02-15,222.3000030517578,222.4499969482422,218.3999938964844,219.8500061035156,200.82565307617188,15689754,0.0,0.0
2021-02-16,223.0,223.8999938964844,216.8999938964844,218.7749938964844,199.8436737060547,24907596,0.0,0.0
2021-02-17,217.9499969482422,219.5,214.25,215.1000061035156,196.48670959472656,14780384,0.0,0.0
2021-02-18,215.1499938964844,218.3249969482422,214.6750030517578,216.4750061035156,197.74270629882807,16771472,0.0,0.0
2021-02-19,216.5749969482422,217.875,213.0500030517578,214.9750061035156,196.3725128173828,16957332,0.0,0.0
2021-02-22,215.3500061035156,216.4250030517578,208.0,209.3500061035156,191.23426818847656,21332174,0.0,0.0
2021-02-23,209.8500061035156,213.0,207.1499938964844,207.75,189.7727203369141,17984706,0.0,0.0
2021-02-24,208.8500061035156,212.8999938964844,207.375,211.5500030517578,193.243896484375,10120594,0.0,0.0
2021-02-25,211.5500030517578,214.5,210.2250061035156,210.6499938964844,192.42173767089844,18220784,0.0,0.0
2021-02-26,208.9750061035156,209.9250030517578,204.0,205.1499938964844,187.39768981933597,23463882,0.0,0.0
2021-03-01,205.5,209.3500061035156,204.6000061035156,207.1999969482422,189.2703094482422,12843392,0.0,0.0
2021-03-02,209.8500061035156,216.5500030517578,209.125,215.1999969482422,196.57806396484372,29750468,0.0,0.0
2021-03-03,216.5,218.3249969482422,214.125,217.75,198.9073944091797,17564904,0.0,0.0
2021-03-04,214.4499969482422,222.1499938964844,213.75,219.3999938964844,200.41458129882807,25927594,0.0,0.0
2021-03-05,220.0,220.0,208.5,210.4250030517578,192.2162322998047,87862344,0.0,0.0
