year,observations,accuracy,balanced_accuracy,precision,recall,f1,roc_auc,brier_score
2022,205,0.5463414634146342,0.5426434152849247,0.552,0.6509433962264151,0.5974025974025974,0.5445016199733181,0.262161013329711
2023,245,0.5918367346938775,0.5596017457719585,0.615819209039548,0.7730496453900709,0.6855345911949685,0.5575559192580468,0.24708096877267663
2024,246,0.516260162601626,0.5064064064064064,0.5540540540540541,0.6074074074074074,0.5795053003533569,0.48561895228561897,0.2593563095879193
2025,249,0.5261044176706827,0.5252903225806451,0.52,0.728,0.6066666666666667,0.5032258064516129,0.259547689457385
2026,171,0.4444444444444444,0.44567004658810633,0.42857142857142855,0.47560975609756095,0.4508670520231214,0.44149081940257606,0.26367922573755553
