date,open,high,low,close,adj_close,volume,dividends,stock_splits
2021-01-29,5489.0,5509.7001953125,5288.0,5327.25,5079.666015625,745559,0.0,0.0
2021-02-01,5384.0,5793.25,5260.0,5744.14990234375,5477.1904296875,1455212,0.0,0.0
2021-02-02,5785.0,6199.0,5785.0,6123.5498046875,5838.95751953125,2251712,0.0,0.0
2021-02-03,6155.0,6238.0,6040.0,6074.7001953125,5792.37841796875,952770,0.0,0.0
2021-02-04,6093.0,6210.0,6041.5498046875,6182.7998046875,5895.4541015625,683257,0.0,0.0
2021-02-05,6180.0,6399.0,6120.0,6352.10009765625,6056.88623046875,1174059,0.0,0.0
2021-02-08,6379.85009765625,6485.0,6318.0,6368.14990234375,6072.18994140625,769441,0.0,0.0
2021-02-09,6424.7998046875,6480.0,6371.85009765625,6420.39990234375,6122.01171875,947676,0.0,0.0
2021-02-10,6441.10009765625,6589.0,6321.10009765625,6392.14990234375,6095.07470703125,1045511,0.0,0.0
2021-02-11,6399.5,6468.0,6369.2998046875,6427.14990234375,6128.4482421875,390465,0.0,0.0
2021-02-12,6439.89990234375,6480.0,6366.9501953125,6397.25,6099.9375,408867,0.0,0.0
2021-02-15,6435.0,6463.9501953125,6387.10009765625,6407.75,6109.94970703125,277851,0.0,0.0
2021-02-16,6448.0,6550.0,6409.9501953125,6457.7998046875,6157.67333984375,595723,0.0,0.0
2021-02-17,6457.7998046875,6544.5,6390.9501953125,6419.2001953125,6120.86767578125,555520,0.0,0.0
2021-02-18,6492.2998046875,6492.2998046875,6301.0,6325.85009765625,6031.85595703125,573974,0.0,0.0
2021-02-19,6315.0,6318.64990234375,6175.0,6208.5,5919.9599609375,499669,0.0,0.0
2021-02-22,6215.0,6284.9501953125,6108.64990234375,6175.10009765625,5888.1123046875,528408,0.0,0.0
2021-02-23,6186.0,6347.89990234375,6131.0498046875,6268.4501953125,5977.1240234375,453805,0.0,0.0
2021-02-24,6319.0,6450.0,6210.0,6414.5498046875,6116.43408203125,378560,0.0,0.0
2021-02-25,6406.0,6468.0,6338.4501953125,6383.2998046875,6086.63623046875,803072,0.0,0.0
2021-02-26,6370.0,6489.0,6060.0,6115.0,5830.8056640625,1307673,0.0,0.0
2021-03-01,6218.7998046875,6389.7998046875,6170.60009765625,6365.0498046875,6069.23388671875,609302,0.0,0.0
2021-03-02,6375.0,6473.85009765625,6312.10009765625,6423.10009765625,6124.58642578125,438046,0.0,0.0
2021-03-03,6450.0,6535.0,6431.0,6500.5,6198.3896484375,467421,0.0,0.0
2021-03-04,6429.0,6830.0,6394.4501953125,6775.5498046875,6460.65625,1303144,0.0,0.0
2021-03-05,6690.5,6944.2001953125,6690.5,6810.2998046875,6493.79052734375,1828811,0.0,0.0
2021-03-08,6840.0,6847.89990234375,6641.7998046875,6668.14990234375,6358.24755859375,658514,0.0,0.0
2021-03-09,6745.0,6824.0,6660.0,6697.39990234375,6386.1376953125,483037,0.0,0.0
2021-03-10,6752.10009765625,6789.0,6684.0,6764.0498046875,6449.6904296875,302774,0.0,0.0
2021-03-12,6768.0,6853.64990234375,6612.0498046875,6638.14990234375,6329.6416015625,673811,0.0,0.0
2021-03-15,6665.0,6678.85009765625,6490.0498046875,6561.4501953125,6256.50634765625,349036,0.0,0.0
2021-03-16,6590.0,6703.0,6565.10009765625,6639.9501953125,6331.3583984375,614224,0.0,0.0
2021-03-17,6639.0,6670.0,6488.39990234375,6520.25,6217.2216796875,443282,0.0,0.0
2021-03-18,6595.0,6636.64990234375,6466.7001953125,6510.0498046875,6207.4951171875,345807,0.0,0.0
2021-03-19,6500.0,6700.0,6368.5498046875,6672.0,6361.91845703125,654457,0.0,0.0
2021-03-22,6665.89990234375,6785.0,6631.2998046875,6728.0,6415.31591796875,467719,0.0,0.0
2021-03-23,6734.10009765625,6958.75,6728.0498046875,6939.10009765625,6616.60546875,890457,0.0,0.0
2021-03-24,6890.5,6944.0,6840.0,6858.64990234375,6539.89404296875,716392,0.0,0.0
2021-03-25,6857.2998046875,6913.89990234375,6636.0,6666.5,6356.673828125,547365,0.0,0.0
2021-03-26,6729.7998046875,6785.0,6686.4501953125,6735.25,6422.2294921875,303751,0.0,0.0
2021-03-30,6784.0,6875.0,6746.0,6785.60009765625,6470.2392578125,422141,0.0,0.0
2021-03-31,6856.25,6856.25,6713.89990234375,6737.9501953125,6424.8037109375,647600,0.0,0.0
