symbol,date,status,old_open,old_high,old_low,old_close,old_volume
SUNPHARMA,2026-05-01,REMOVED_NSE_HOLIDAY_PLACEHOLDER,1808.300048828125,1808.300048828125,1808.300048828125,1808.300048828125,0.0
SUNPHARMA,2026-05-28,REMOVED_NSE_HOLIDAY_PLACEHOLDER,1844.300048828125,1844.300048828125,1844.300048828125,1844.300048828125,0.0
SUNPHARMA,2026-06-26,REMOVED_NSE_HOLIDAY_PLACEHOLDER,1862.800048828125,1862.800048828125,1862.800048828125,1862.800048828125,0.0
TATACONSUM,2026-01-15,REMOVED_NSE_HOLIDAY_PLACEHOLDER,1171.4000244140625,1171.4000244140625,1171.4000244140625,1171.4000244140625,0.0
TATACONSUM,2026-05-01,REMOVED_NSE_HOLIDAY_PLACEHOLDER,1144.5999755859375,1144.5999755859375,1144.5999755859375,1144.5999755859375,0.0
TATACONSUM,2026-05-28,REMOVED_NSE_HOLIDAY_PLACEHOLDER,1204.5999755859375,1204.5999755859375,1204.5999755859375,1204.5999755859375,0.0
TATACONSUM,2026-06-26,REMOVED_NSE_HOLIDAY_PLACEHOLDER,1131.300048828125,1131.300048828125,1131.300048828125,1131.300048828125,0.0
TATASTEEL,2026-01-15,REMOVED_NSE_HOLIDAY_PLACEHOLDER,189.25,189.25,189.25,189.25,0.0
TATASTEEL,2026-05-01,REMOVED_NSE_HOLIDAY_PLACEHOLDER,211.3600006103516,211.3600006103516,211.3600006103516,211.3600006103516,0.0
TATASTEEL,2026-05-28,REMOVED_NSE_HOLIDAY_PLACEHOLDER,214.6999969482422,214.6999969482422,214.6999969482422,214.6999969482422,0.0
TATASTEEL,2026-06-26,REMOVED_NSE_HOLIDAY_PLACEHOLDER,188.7100067138672,188.7100067138672,188.7100067138672,188.7100067138672,0.0
TCS,2026-01-15,REMOVED_NSE_HOLIDAY_PLACEHOLDER,3192.5,3192.5,3192.5,3192.5,0.0
TCS,2026-05-01,REMOVED_NSE_HOLIDAY_PLACEHOLDER,2473.89990234375,2473.89990234375,2473.89990234375,2473.89990234375,0.0
TCS,2026-05-28,REMOVED_NSE_HOLIDAY_PLACEHOLDER,2284.199951171875,2284.199951171875,2284.199951171875,2284.199951171875,0.0
TCS,2026-06-26,REMOVED_NSE_HOLIDAY_PLACEHOLDER,2094.699951171875,2094.699951171875,2094.699951171875,2094.699951171875,0.0
TECHM,2026-01-15,REMOVED_NSE_HOLIDAY_PLACEHOLDER,1588.5,1588.5,1588.5,1588.5,0.0
TECHM,2026-05-01,REMOVED_NSE_HOLIDAY_PLACEHOLDER,1473.5,1473.5,1473.5,1473.5,0.0
TECHM,2026-05-28,REMOVED_NSE_HOLIDAY_PLACEHOLDER,1455.5999755859375,1455.5999755859375,1455.5999755859375,1455.5999755859375,0.0
TECHM,2026-06-26,REMOVED_NSE_HOLIDAY_PLACEHOLDER,1437.0999755859375,1437.0999755859375,1437.0999755859375,1437.0999755859375,0.0
TITAN,2026-01-15,REMOVED_NSE_HOLIDAY_PLACEHOLDER,4221.5,4221.5,4221.5,4221.5,0.0
TITAN,2026-05-01,REMOVED_NSE_HOLIDAY_PLACEHOLDER,4385.2001953125,4385.2001953125,4385.2001953125,4385.2001953125,0.0
TITAN,2026-05-28,REMOVED_NSE_HOLIDAY_PLACEHOLDER,4137.89990234375,4137.89990234375,4137.89990234375,4137.89990234375,0.0
TITAN,2026-06-26,REMOVED_NSE_HOLIDAY_PLACEHOLDER,4291.2998046875,4291.2998046875,4291.2998046875,4291.2998046875,0.0
TMPV,2026-01-15,REMOVED_NSE_HOLIDAY_PLACEHOLDER,349.79998779296875,349.79998779296875,349.79998779296875,349.79998779296875,0.0
TMPV,2026-05-01,REMOVED_NSE_HOLIDAY_PLACEHOLDER,341.54998779296875,341.54998779296875,341.54998779296875,341.54998779296875,0.0
TMPV,2026-05-28,REMOVED_NSE_HOLIDAY_PLACEHOLDER,400.9500122070313,400.9500122070313,400.9500122070313,400.9500122070313,0.0
TMPV,2026-06-26,REMOVED_NSE_HOLIDAY_PLACEHOLDER,353.20001220703125,353.20001220703125,353.20001220703125,353.20001220703125,0.0
TRENT,2026-01-15,REMOVED_NSE_HOLIDAY_PLACEHOLDER,2621.466552734375,2621.466552734375,2621.466552734375,2621.466552734375,0.0
TRENT,2026-05-01,REMOVED_NSE_HOLIDAY_PLACEHOLDER,2763.066650390625,2763.066650390625,2763.066650390625,2763.066650390625,0.0
TRENT,2026-05-28,REMOVED_NSE_HOLIDAY_PLACEHOLDER,2832.39990234375,2832.39990234375,2832.39990234375,2832.39990234375,0.0
TRENT,2026-06-26,REMOVED_NSE_HOLIDAY_PLACEHOLDER,3216.199951171875,3216.199951171875,3216.199951171875,3216.199951171875,0.0
ULTRACEMCO,2026-01-15,REMOVED_NSE_HOLIDAY_PLACEHOLDER,12255.0,12255.0,12255.0,12255.0,0.0
ULTRACEMCO,2026-05-01,REMOVED_NSE_HOLIDAY_PLACEHOLDER,11586.0,11586.0,11586.0,11586.0,0.0
ULTRACEMCO,2026-05-28,REMOVED_NSE_HOLIDAY_PLACEHOLDER,11689.0,11689.0,11689.0,11689.0,0.0
ULTRACEMCO,2026-06-26,REMOVED_NSE_HOLIDAY_PLACEHOLDER,11489.0,11489.0,11489.0,11489.0,0.0
UPL,2026-01-15,REMOVED_NSE_HOLIDAY_PLACEHOLDER,780.4000244140625,780.4000244140625,780.4000244140625,780.4000244140625,0.0
UPL,2026-05-01,REMOVED_NSE_HOLIDAY_PLACEHOLDER,641.8499755859375,641.8499755859375,641.8499755859375,641.8499755859375,0.0
UPL,2026-05-28,REMOVED_NSE_HOLIDAY_PLACEHOLDER,656.1500244140625,656.1500244140625,656.1500244140625,656.1500244140625,0.0
UPL,2026-06-26,REMOVED_NSE_HOLIDAY_PLACEHOLDER,590.5,590.5,590.5,590.5,0.0
WIPRO,2026-01-15,REMOVED_NSE_HOLIDAY_PLACEHOLDER,260.20001220703125,260.20001220703125,260.20001220703125,260.20001220703125,0.0
WIPRO,2026-05-01,REMOVED_NSE_HOLIDAY_PLACEHOLDER,200.6499938964844,200.6499938964844,200.6499938964844,200.6499938964844,0.0
WIPRO,2026-05-28,REMOVED_NSE_HOLIDAY_PLACEHOLDER,201.5800018310547,201.5800018310547,201.5800018310547,201.5800018310547,0.0
WIPRO,2026-06-26,REMOVED_NSE_HOLIDAY_PLACEHOLDER,175.0,175.0,175.0,175.0,0.0
ZOMATO,2026-01-15,REMOVED_NSE_HOLIDAY_PLACEHOLDER,299.25,299.25,299.25,299.25,0.0
ZOMATO,2026-05-01,REMOVED_NSE_HOLIDAY_PLACEHOLDER,247.02999877929688,247.02999877929688,247.02999877929688,247.02999877929688,0.0
ZOMATO,2026-05-28,REMOVED_NSE_HOLIDAY_PLACEHOLDER,256.510009765625,256.510009765625,256.510009765625,256.510009765625,0.0
ZOMATO,2026-06-26,REMOVED_NSE_HOLIDAY_PLACEHOLDER,255.1499938964844,255.1499938964844,255.1499938964844,255.1499938964844,0.0
