symbol,name,market,exchange
IMMX,"Immix Biopharma, Inc. - Common Stock",us,NASDAQ
IMNM,"Immunome, Inc. - Common Stock",us,NASDAQ
IMNN,"Imunon, Inc. - Common Stock",us,NASDAQ
IMOM,Alpha Architect International Quantitative Momentum ETF,us,NASDAQ
IMOS,ChipMOS TECHNOLOGIES INC. - American Depositary Shares,us,NASDAQ
IMPP,Imperial Petroleum Inc. - Common Shares,us,NASDAQ
IMPPP,Imperial Petroleum Inc. - 8.75% Series A Cumulative Redeemable Perpetual Preferred Shares,us,NASDAQ
IMRN,Immuron Limited - American Depositary Shares,us,NASDAQ
IMRX,Immuneering Corporation - Class A Common Stock,us,NASDAQ
IMSR,Terrestrial Energy Inc. - Common Stock,us,NASDAQ
IMSRW,Terrestrial Energy Inc. - Warrant,us,NASDAQ
IMTE,Integrated Media Technology Limited - Ordinary Shares,us,NASDAQ
IMTX,Immatics N.V. - Ordinary Shares,us,NASDAQ
IMUX,"Immunic, Inc.  - Common Stock",us,NASDAQ
IMVT,"Immunovant, Inc.  - Common Stock",us,NASDAQ
IMXI,"International Money Express, Inc. - Common Stock",us,NASDAQ
INAB,"IN8bio, Inc. - Common Stock",us,NASDAQ
INAC,Indigo Acquisition Corp. - Ordinary Shares,us,NASDAQ
INACR,Indigo Acquisition Corp. - Right,us,NASDAQ
INACU,Indigo Acquisition Corp. - Unit,us,NASDAQ
INBK,First Internet Bancorp - Common Stock,us,NASDAQ
INBKZ,First Internet Bancorp - Fixed-to-Floating Rate Subordinated Notes Due 2029,us,NASDAQ
INBS,Intelligent Bio Solutions Inc.  - Common Stock,us,NASDAQ
INBX,"Inhibrx Biosciences, Inc. - Common Stock",us,NASDAQ
INCR,Intercure Ltd. - ordinary shares,us,NASDAQ
INCY,Incyte Corporation - Common Stock,us,NASDAQ
IND,Xtrackers Nifty 500 India ETF,us,NASDAQ
INDB,Independent Bank Corp. - Common Stock,us,NASDAQ
INDH,WisdomTree India Hedged Equity Fund,us,NASDAQ
INDI,"indie Semiconductor, Inc. - Class A Common Stock",us,NASDAQ
INDP,"Indaptus Therapeutics, Inc. - Common Stock",us,NASDAQ
INDQ,Pacer ActiveAlpha India Quality ETF,us,NASDAQ
INDV,"Indivior Pharmaceuticals, Inc.  - Common Stock",us,NASDAQ
INDY,iShares India 50 ETF,us,NASDAQ
INEO,INNEOVA Holdings Limited - Class A Ordinary Shares,us,NASDAQ
INGN,"Inogen, Inc - Common Stock",us,NASDAQ
INHD,Inno Holdings Inc. - Common Stock,us,NASDAQ
INIO,INNIO N.V. - Ordinary Shares,us,NASDAQ
INKT,"MiNK Therapeutics, Inc. - Common Stock",us,NASDAQ
INLF,INLIF LIMITED - Class A Ordinary shares,us,NASDAQ
INM,InMed Pharmaceuticals Inc. - Common Shares,us,NASDAQ
INMB,INmune Bio Inc. - Common stock,us,NASDAQ
INMD,InMode Ltd.  - Ordinary Shares,us,NASDAQ
INNV,InnovAge Holding Corp. - Common Stock,us,NASDAQ
INO,"Inovio Pharmaceuticals, Inc. - Common Stock",us,NASDAQ
INOD,Innodata Inc. - Common Stock,us,NASDAQ
INRO,iShares U.S. Industry Rotation Active ETF,us,NASDAQ
INSE,"Inspired Entertainment, Inc. - Common Stock",us,NASDAQ
INSG,Inseego Corp. - Common Stock,us,NASDAQ
INSM,Insmed Incorporated - Common Stock,us,NASDAQ
INTA,"Intapp, Inc. - Common Stock",us,NASDAQ
INTC,Intel Corporation - Common Stock,us,NASDAQ
INTG,The Intergroup Corporation - Common Stock,us,NASDAQ
INTJ,Intelligent Group Limited - Class A Ordinary Shares,us,NASDAQ
INTR,Inter & Co. Inc. - Class A Common Shares,us,NASDAQ
INTS,"Intensity Therapeutics, Inc. - Common Stock",us,NASDAQ
INTU,Intuit Inc. - Common Stock,us,NASDAQ
INTW,GraniteShares 2x Long INTC Daily ETF,us,NASDAQ
INTZ,Intrusion Inc. - Common Stock,us,NASDAQ
INV,"Innventure, Inc. - Common Stock",us,NASDAQ
INVA,"Innoviva, Inc. - Common Stock",us,NASDAQ
INVE,"Identiv, Inc. - Common Stock",us,NASDAQ
INVZ,Innoviz Technologies Ltd. - Ordinary shares,us,NASDAQ
IONL,GraniteShares 2x Long IONQ Daily ETF,us,NASDAQ
IONR,ioneer Ltd - American Depositary Shares,us,NASDAQ
IONS,"Ionis Pharmaceuticals, Inc. - Common Stock",us,NASDAQ
IONX,Defiance Daily Target 2X Long IONQ ETF,us,NASDAQ
IONZ,Defiance Daily Target 2x Short IONQ ETF,us,NASDAQ
IOSP,Innospec Inc. - Common Stock,us,NASDAQ
IOTR,iOThree Limited - Ordinary Shares,us,NASDAQ
IOVA,"Iovance Biotherapeutics, Inc. - Common Stock",us,NASDAQ
IOYY,GraniteShares YieldBOOST IONQ ETF,us,NASDAQ
IPAR,"Interparfums, Inc. - Common Stock",us,NASDAQ
IPCX,Inflection Point Acquisition Corp. III - Class A ordinary shares,us,NASDAQ
IPCXR,Inflection Point Acquisition Corp. III - Rights,us,NASDAQ
IPCXU,Inflection Point Acquisition Corp. III - Units,us,NASDAQ
IPDN,"Professional Diversity Network, Inc. - Common Stock",us,NASDAQ
IPEX,Inflection Point Acquisition Corp. - Class A Ordinary Shares,us,NASDAQ
IPEXR,Inflection Point Acquisition Corp. - Right,us,NASDAQ
IPEXU,Inflection Point Acquisition Corp. - Unit,us,NASDAQ
IPFX,Inflection Point Acquisition Corp. VI - Class A Ordinary Shares,us,NASDAQ
IPFXU,Inflection Point Acquisition Corp. VI - Units,us,NASDAQ
IPFXW,Inflection Point Acquisition Corp. VI - Warrant,us,NASDAQ
IPGP,IPG Photonics Corporation - Common Stock,us,NASDAQ
IPHA,Innate Pharma S.A. - American Depositary Shares,us,NASDAQ
IPKW,Invesco International BuyBack Achievers ETF,us,NASDAQ
IPM,Intelligent Protection Management Corp.  - Common Stock,us,NASDAQ
IPSC,"Century Therapeutics, Inc. - Common Stock",us,NASDAQ
IPST,"IP Strategy Holdings, Inc. - Common Stock",us,NASDAQ
IPVVU,"InterPrivate Investment Partners V, Inc. - Units",us,NASDAQ
IPW,iPower Inc. - Common Stock,us,NASDAQ
IPWR,Ideal Power Inc. - Common Stock,us,NASDAQ
IPX,IperionX Limited - American Depositary Share,us,NASDAQ
IQ,"iQIYI, Inc. - American Depositary Shares",us,NASDAQ
IQMX,IQM Quantum Computers Oyj - American Depositary Shares,us,NASDAQ
IQMXW,IQM Quantum Computers Oyj - Warrants to purchase American Depositary Shares,us,NASDAQ
IQQ,iShares Nasdaq 100 ETF,us,NASDAQ
IQQQ,ProShares Nasdaq-100 High Income ETF,us,NASDAQ
IQST,iQSTEL Inc. - Common Stock,us,NASDAQ
IRD,"Opus Genetics, Inc. - Common Stock",us,NASDAQ
IRDM,Iridium Communications Inc - Common Stock,us,NASDAQ
IREG,Leverage Shares 2X Long IREN Daily ETF,us,NASDAQ
IREN,IREN Limited - Ordinary Shares,us,NASDAQ
IRHO,Iron Horse Acquisitions II Corp. - Common Stock,us,NASDAQ
IRHOR,Iron Horse Acquisitions II Corp. - Rights,us,NASDAQ
IRHOU,Iron Horse Acquisitions II Corp. - Units,us,NASDAQ
IRIX,IRIDEX Corporation - Common Stock,us,NASDAQ
IRMD,iRadimed Corporation - Common Stock,us,NASDAQ
IRON,"Disc Medicine, Inc. - Common Stock",us,NASDAQ
IRTC,"iRhythm Holdings, Inc.  - Common Stock",us,NASDAQ
IRWD,"Ironwood Pharmaceuticals, Inc. - Class A Common Stock",us,NASDAQ
ISBA,Isabella Bank Corporation - Common stock,us,NASDAQ
ISHG,iShares 1-3 Year International Treasury Bond ETF,us,NASDAQ
ISHP,First Trust S-Network E-Commerce ETF,us,NASDAQ
ISNRU,Snow Rothschild Acquisition Corp. - Units,us,NASDAQ
ISPC,iSpecimen Inc. - Common Stock,us,NASDAQ
ISPR,Ispire Technology Inc. - Common Stock,us,NASDAQ
ISRG,"Intuitive Surgical, Inc. - Common Stock",us,NASDAQ
ISSC,"Innovative Solutions and Support, Inc. - Common Stock",us,NASDAQ
ISTB,iShares Core 1-5 Year USD Bond ETF,us,NASDAQ
ISTM,iShares Strategic Metals ETF,us,NASDAQ
ISTR,Investar Holding Corporation - Common Stock,us,NASDAQ
ISUL,GraniteShares 2x Long ISRG Daily ETF,us,NASDAQ
ITG,"ITG, Inc. - Class A Common Stock",us,NASDAQ
ITHA,ITHAX Acquisition Corp III - Class A Ordinary Shares,us,NASDAQ
ITHAU,ITHAX Acquisition Corp III - Units,us,NASDAQ
ITHAW,ITHAX Acquisition Corp III - Warrants,us,NASDAQ
ITIC,Investors Title Company - Common Stock,us,NASDAQ
ITOC,iTonic Holdings Ltd - Class A Ordinary Shares,us,NASDAQ
ITRI,"Itron, Inc. - Common Stock",us,NASDAQ
ITRN,Ituran Location and Control Ltd. - Ordinary Shares,us,NASDAQ
IUS,Invesco RAFI Strategic US ETF,us,NASDAQ
IUSB,iShares Core Universal USD Bond ETF,us,NASDAQ
IUSG,iShares Core S&P U.S. Growth ETF,us,NASDAQ
IUSV,iShares Core S&P U.S. Value ETF,us,NASDAQ
IVA,Inventiva S.A. - American Depository Shares,us,NASDAQ
IVAL,Alpha Architect International Quantitative Value ETF,us,NASDAQ
IVDA,"Iveda Solutions, Inc. - Common Stock",us,NASDAQ
IVDAW,"Iveda Solutions, Inc. - Warrant",us,NASDAQ
IVF,"INVO Fertility, Inc. - Common Stock",us,NASDAQ
IVSI,Applied Finance IVS International Large ETF,us,NASDAQ
IVSS,Applied Finance IVS US SMID ETF,us,NASDAQ
IVSX,Applied Finance IVS International SMID ETF,us,NASDAQ
IVVD,"Invivyd, Inc. - Common Stock",us,NASDAQ
IXHL,Incannex Healthcare Inc. - Common Stock,us,NASDAQ
IXUS,iShares Core MSCI Total International Stock ETF,us,NASDAQ
IZEA,"IZEA Worldwide, Inc. - Common Stock",us,NASDAQ
IZM,ICZOOM Group Inc. - Class A Ordinary Shares,us,NASDAQ
JABRU,JAB Acquisition Corp I - Units,us,NASDAQ
JACK,Jack In The Box Inc. - Common Stock,us,NASDAQ
JAGX,"Jaguar Health, Inc. - Common Stock",us,NASDAQ
JAKK,"JAKKS Pacific, Inc. - Common Stock",us,NASDAQ
JANX,"Janux Therapeutics, Inc. - Common Stock",us,NASDAQ
JAPN,Horizon Kinetics Japan Owner Operator ETF,us,NASDAQ
JATT,JATT II Acquisition Corp - Ordinary Shares,us,NASDAQ
JAZZ,Jazz Pharmaceuticals plc - Ordinary Shares,us,NASDAQ
JBDI,JBDI Holdings Limited - Ordinary Shares,us,NASDAQ
JBHT,"J.B. Hunt Transport Services, Inc. - Common Stock",us,NASDAQ
JBIO,"Jade Biosciences, Inc. - Common Stock",us,NASDAQ
JBLU,JetBlue Airways Corporation - Common Stock,us,NASDAQ
JBSS,"John B. Sanfilippo & Son, Inc. - Common Stock",us,NASDAQ
JCAP,"Jefferson Capital, Inc. - Common Stock",us,NASDAQ
JCSE,JE Cleantech Holdings Limited - Ordinary Shares,us,NASDAQ
JCTC,Jewett-Cameron Trading Company - Common Shares,us,NASDAQ
JD,"JD.com, Inc. - American Depositary Shares",us,NASDAQ
JDOC,JPMorgan Healthcare Leaders ETF,us,NASDAQ
JDZG,JIADE LIMITED - Class A Ordinary Shares,us,NASDAQ
JEM,707 Cayman Holdings Limited - Ordinary Shares,us,NASDAQ
JEMA,JPMorgan ActiveBuilders Emerging Markets Equity ETF,us,NASDAQ
JEPQ,JPMorgan Nasdaq Equity Premium Income ETF,us,NASDAQ
JF,J and Friends Holdings Limited - American Depositary Shares,us,NASDAQ
JFB,JFB Construction Holdings - Class A Common Stock,us,NASDAQ
JFIN,Jiayin Group Inc. - American Depositary Shares,us,NASDAQ
JFU,9F Inc. - American Depositary Shares,us,NASDAQ
JG,Aurora Mobile Limited - American Depositary Shares,us,NASDAQ
JGLO,JPMorgan Global Select Equity ETF,us,NASDAQ
JHAI,Janus Henderson Global Artificial Intelligence ETF,us,NASDAQ
JIVE,JPMorgan International Value ETF,us,NASDAQ
JJSF,J & J Snack Foods Corp. - Common Stock,us,NASDAQ
JKHY,"Jack Henry & Associates, Inc. - Common Stock",us,NASDAQ
JL,J-Long Group Limited - Class A Ordinary Shares,us,NASDAQ
JMID,Janus Henderson Mid Cap Growth Alpha ETF,us,NASDAQ
JMSB,"John Marshall Bancorp, Inc. - Common Stock",us,NASDAQ
JOUT,Johnson Outdoors Inc. - Class A Common Stock,us,NASDAQ
JOYT,JPMorgan Equity and Options Total Return ETF,us,NASDAQ
JOYY,JOYY Inc. - American Depositary Shares,us,NASDAQ
JPEF,JPMorgan Equity Focus ETF,us,NASDAQ
JPFP,JPMorgan Managed Futures Plus ETF,us,NASDAQ
JPY,Lazard Japanese Equity ETF,us,NASDAQ
JRSH,"Jerash Holdings (US), Inc. - Common Stock",us,NASDAQ
JRVR,"James River Group Holdings, Inc. - Common Stock",us,NASDAQ
JSM,"Navient Corporation - 6% Senior Notes due December 15, 2043",us,NASDAQ
JSMD,Janus Henderson Small/Mid Cap Growth Alpha ETF,us,NASDAQ
JSML,Janus Henderson Small Cap Growth Alpha ETF,us,NASDAQ
JSPR,"Jasper Therapeutics, Inc. - Class A Common Stock",us,NASDAQ
JSPRW,"Jasper Therapeutics, Inc. - Warrant",us,NASDAQ
JTAI,Jet.AI Inc. - Common Stock,us,NASDAQ
JTEK,JPMorgan U.S. Tech Leaders ETF,us,NASDAQ
JUNS,"Jupiter Neurosciences, Inc. - Common Stock",us,NASDAQ
JVA,"Coffee Holding Co., Inc. - Common Stock",us,NASDAQ
JWEL,Jowell Global Ltd. - Ordinary Shares,us,NASDAQ
JXG,JX Luxventure Group Inc. - Common Stock,us,NASDAQ
JYD,Jayud Global Logistics Limited - Class A Ordinary Shares,us,NASDAQ
JYNT,The Joint Corp. - Common Stock,us,NASDAQ
JZ,Jianzhi Education Technology Group Company Limited - American Depositary Shares,us,NASDAQ
JZXN,"Jiuzi Holdings, Inc. - Ordinary Shares",us,NASDAQ
KALA,"KALA BIO, Inc. - Common Stock",us,NASDAQ
KALU,Kaiser Aluminum Corporation - Common Stock,us,NASDAQ
KARD,"Kardigan, Inc. - Common Stock",us,NASDAQ
KARO,Karooooo Ltd. - Ordinary shares,us,NASDAQ
KAT,Scharf ETF,us,NASDAQ
KAZR,Skyline Builders Group Holding Limited - Class A Ordinary Shares,us,NASDAQ
KBAB,KraneShares 2x Long BABA Daily ETF,us,NASDAQ
KBDU,KraneShares 2x Long BIDU Daily ETF,us,NASDAQ
KBON,Karbon Capital Partners Corp. - Class A Ordinary Shares,us,NASDAQ
KBONU,Karbon Capital Partners Corp. - Units,us,NASDAQ
KBONW,Karbon Capital Partners Corp. - Warrant,us,NASDAQ
KBSX,FST Corp. - Ordinary Shares,us,NASDAQ
KBWB,Invesco KBW Bank ETF,us,NASDAQ
KBWD,Invesco KBW High Dividend Yield Financial ETF,us,NASDAQ
KBWP,Invesco KBW Property & Casualty Insurance ETF,us,NASDAQ
KBWY,Invesco KBW Premium Yield Equity REIT ETF,us,NASDAQ
KC,Kingsoft Cloud Holdings Limited - American Depositary Shares,us,NASDAQ
KCHV,Kochav Defense Acquisition Corp. - Class A Ordinary Shares,us,NASDAQ
KCHVR,Kochav Defense Acquisition Corp. - Right,us,NASDAQ
KCHVU,Kochav Defense Acquisition Corp. - Units,us,NASDAQ
KDK,"Kodiak AI, Inc. - Common Stock",us,NASDAQ
KDKRW,"Kodiak AI, Inc. - Warrant",us,NASDAQ
KDP,Keurig Dr Pepper Inc. - Common Stock,us,NASDAQ
KE,"Kimball Electronics, Inc. - Common Stock",us,NASDAQ
KEAT,Keating Active ETF,us,NASDAQ
KEEL,Keel Infrastructure Corp. - Common Stock,us,NASDAQ
KELYA,"Kelly Services, Inc. - Class A Common Stock",us,NASDAQ
KELYB,"Kelly Services, Inc. - Class B Common Stock",us,NASDAQ
KEQU,Kewaunee Scientific Corporation - Common Stock,us,NASDAQ
KEYY,Keystone Acquisition Corp. - Class A Ordinary Shares,us,NASDAQ
KEYYU,Keystone Acquisition Corp. - Unit,us,NASDAQ
KEYYW,Keystone Acquisition Corp. - Warrants,us,NASDAQ
KFFB,Kentucky First Federal Bancorp - Common Stock,us,NASDAQ
KFII,K&F Growth Acquisition Corp. II - Class A Ordinary shares,us,NASDAQ
KFIIR,K&F Growth Acquisition Corp. II - Rights,us,NASDAQ
KFIIU,K&F Growth Acquisition Corp. II - Unit,us,NASDAQ
KG,"Kestrel Group, Ltd. - Common Stock",us,NASDAQ
KGEI,Kolibri Global Energy Inc. - Common stock,us,NASDAQ
KHC,The Kraft Heinz Company - Common Stock,us,NASDAQ
KIDS,OrthoPediatrics Corp. - Common Stock,us,NASDAQ
KIDZ,KIDZ AI Inc. - Class B Common Stock,us,NASDAQ
KIDZW,KIDZ AI Inc. - Warrants,us,NASDAQ
KINS,"Kingstone Companies, Inc - Common Stock",us,NASDAQ
KIQQ,KraneShares InspereX Nasdaq Dynamic Buffered High Income Index ETF,us,NASDAQ
KITT,"Nauticus Robotics, Inc. - Common stock",us,NASDAQ
KITTW,"Nauticus Robotics, Inc. - Warrant",us,NASDAQ
KJD,KraneShares 2x Long JD Daily ETF,us,NASDAQ
KLAC,KLA Corporation  - Common Stock,us,NASDAQ
KLAG,Leverage Shares 2x Long KLAC Daily ETF,us,NASDAQ
KLIC,"Kulicke and Soffa Industries, Inc. - Common Stock",us,NASDAQ
KLRA,"Kailera Therapeutics, Inc. - Common stock",us,NASDAQ
KLRS,"Kalaris Therapeutics, Inc.  - Common Stock",us,NASDAQ
KLTR,"Kaltura, Inc. - Common Stock",us,NASDAQ
KLXE,"KLX Energy Services Holdings, Inc.  - Common Stock",us,NASDAQ
KMB,Kimberly-Clark Corporation - Common Stock,us,NASDAQ
KMDA,Kamada Ltd. - Ordinary Shares,us,NASDAQ
KMLI,KraneShares 2x Long MELI Daily ETF,us,NASDAQ
KMRK,K-Tech Solutions Company Limited - Class A Ordinary Shares,us,NASDAQ
KMTS,"Kestra Medical Technologies, Ltd. - Common Stock",us,NASDAQ
KNDI,"Kandi Technologies Group, Inc. - Ordinary Shares",us,NASDAQ
KNGZ,First Trust S&P 500 Diversified Dividend Aristocrats ETF,us,NASDAQ
KNSA,"Kiniksa Pharmaceuticals International, plc - Class A Ordinary Shares",us,NASDAQ
KOD,Kodiak Sciences Inc - Common Stock,us,NASDAQ
KOID,KraneShares Global Humanoid Robotics and Physical AI Index ETF,us,NASDAQ
KOPN,Kopin Corporation - Common Stock,us,NASDAQ
KOSS,Koss Corporation - Common Stock,us,NASDAQ
KOYN,CSLM Digital Asset Acquisition Corp III - Class A Ordinary Shares,us,NASDAQ
KOYNU,CSLM Digital Asset Acquisition Corp III - Units,us,NASDAQ
KOYNW,CSLM Digital Asset Acquisition Corp III - Warrants,us,NASDAQ
KPDD,KraneShares 2x Long PDD Daily ETF,us,NASDAQ
KPLT,"Katapult Holdings, Inc. - Common Stock",us,NASDAQ
KPRX,"Kiora Pharmaceuticals, Inc.  - Common Stock",us,NASDAQ
KPTI,Karyopharm Therapeutics Inc. - Common Stock,us,NASDAQ
KQQQ,Kurv Technology Titans Select ETF,us,NASDAQ
KRAQ,KRAKacquisition Corp - Class A Ordinary Shares,us,NASDAQ
KRAQU,KRAKacquisition Corp - Unit,us,NASDAQ
KRAQW,KRAKacquisition Corp - Warrants,us,NASDAQ
KRKR,36Kr Holdings Inc. - American Depositary Shares,us,NASDAQ
KRMA,Global X Conscious Companies ETF,us,NASDAQ
KRMD,"KORU Medical Systems, Inc. - Common Stock",us,NASDAQ
KRNT,Kornit Digital Ltd. - Ordinary Shares,us,NASDAQ
KRNY,Kearny Financial - Common Stock,us,NASDAQ
KROP,Global X AgTech & Food Innovation ETF,us,NASDAQ
KROS,"Keros Therapeutics, Inc. - common stock",us,NASDAQ
KRRO,"Korro Bio, Inc. - Common Stock",us,NASDAQ
KRT,Karat Packaging Inc. - Common Stock,us,NASDAQ
KRUS,"Kura Sushi USA, Inc. - Class A Common Stock",us,NASDAQ
KRYS,"Krystal Biotech, Inc. - Common Stock",us,NASDAQ
KSCP,"Knightscope, Inc. - Class A Common Stock",us,NASDAQ
KSPI,Joint Stock Company Kaspi.kz - American Depository Shares,us,NASDAQ
KTCC,Key Tronic Corporation - Common Stock,us,NASDAQ
KTOS,"Kratos Defense & Security Solutions, Inc. - Common Stock",us,NASDAQ
KTTA,Pasithea Therapeutics Corp. - Common Stock,us,NASDAQ
KTTAW,Pasithea Therapeutics Corp. - Warrant,us,NASDAQ
KTWO,K2 Capital Acquisition Corporation - Class A Ordinary Share,us,NASDAQ
KTWOR,K2 Capital Acquisition Corporation - Rights,us,NASDAQ
KTWOU,K2 Capital Acquisition Corporation - Units,us,NASDAQ
KURA,"Kura Oncology, Inc. - Common Stock",us,NASDAQ
KUST,"Kustom Entertainment, Inc. - Common Stock",us,NASDAQ
KVAC,Keen Vision Acquisition Corporation - Ordinary Shares,us,NASDAQ
KVACU,Keen Vision Acquisition Corporation - Units,us,NASDAQ
KVACW,Keen Vision Acquisition Corporation - Warrant,us,NASDAQ
KVHI,"KVH Industries, Inc. - Common Stock",us,NASDAQ
KWM,"K Wave Media, Ltd. - Ordinary Shares",us,NASDAQ
KWMWW,"K Wave Media, Ltd. - Warrant",us,NASDAQ
KXIN,Kaixin Holdings - Ordinary Shares,us,NASDAQ
KYIV,Kyivstar Group Ltd. - Common Shares,us,NASDAQ
KYIVW,Kyivstar Group Ltd. - Warrant,us,NASDAQ
KYMR,"Kymera Therapeutics, Inc. - Common Stock",us,NASDAQ
KYNB,"Kyntra Bio, Inc. - Common Stock",us,NASDAQ
KYTX,"Kyverna Therapeutics, Inc. - Common Stock",us,NASDAQ
KZIA,Kazia Therapeutics Limited - American Depositary Shares,us,NASDAQ
LAB,Standard BioTools Inc. - Common Stock,us,NASDAQ
LABT,Lakewood-Amedex Biotherapeutics Inc. - Common Stock,us,NASDAQ
LACG,Leverage Shares 2X Long LAC Daily ETF,us,NASDAQ
LAES,SEALSQ Corp - Ordinary Shares,us,NASDAQ
LAFA,LaFayette Acquisition Corp. - Ordinary Share,us,NASDAQ
LAFAR,LaFayette Acquisition Corp. - Rights,us,NASDAQ
LAFAU,LaFayette Acquisition Corp. - Unit,us,NASDAQ
LAKE,"Lakeland Industries, Inc. - Common Stock",us,NASDAQ
LAMR,Lamar Advertising Company - Class A Common Stock,us,NASDAQ
LAND,Gladstone Land Corporation - Common Stock,us,NASDAQ
LANDO,Gladstone Land Corporation - 6.00% Series B Cumulative Redeemable Preferred Stock,us,NASDAQ
LANDP,Gladstone Land Corporation - 6.00% Series C Cumulative Redeemable Preferred Stock,us,NASDAQ
LARK,Landmark Bancorp Inc. - Common Stock,us,NASDAQ
LASE,Laser Photonics Corporation - Common Stock,us,NASDAQ
LASR,"nLIGHT, Inc. - Common Stock",us,NASDAQ
LATA,Galata Acquisition Corp. II - Class A Ordinary Shares,us,NASDAQ
LATAU,Galata Acquisition Corp. II - Units,us,NASDAQ
LATAW,Galata Acquisition Corp. II - Warrant,us,NASDAQ
LAUR,"Laureate Education, Inc. - Common Stock",us,NASDAQ
LAWR,"Robot Consulting Co., Ltd. - ADS",us,NASDAQ
LBGJ,Li Bang International Corporation Inc. - Class A Ordinary Shares,us,NASDAQ
LBRDA,Liberty Broadband Corporation - Class A Common Stock,us,NASDAQ
LBRDK,Liberty Broadband Corporation - Class C Common Stock,us,NASDAQ
LBRDP,Liberty Broadband Corporation - Series A Cumulative Redeemable Preferred Stock,us,NASDAQ
LBRX,LB Pharmaceuticals Inc - Common Stock,us,NASDAQ
LBTYA,Liberty Global Ltd. - Class A Common Shares,us,NASDAQ
LBTYB,Liberty Global Ltd. - Class B Common Shares,us,NASDAQ
LBTYK,Liberty Global Ltd. - Class C Common Shares,us,NASDAQ
LCCC,Lakeshore Acquisition III Corp. - Ordinary Shares,us,NASDAQ
LCCCR,Lakeshore Acquisition III Corp. - Rights,us,NASDAQ
LCCCU,Lakeshore Acquisition III Corp. - Unit,us,NASDAQ
LCDL,GraniteShares 2x Long LCID Daily ETF,us,NASDAQ
LCDS,JPMorgan Fundamental Data Science Large Core ETF,us,NASDAQ
LCFY,Locafy Limited - Ordinary Share,us,NASDAQ
LCFYW,Locafy Limited - Warrant,us,NASDAQ
LCID,"Lucid Group, Inc. - Common Stock",us,NASDAQ
LCNB,LCNB Corporation - Common Stock,us,NASDAQ
LCUT,"Lifetime Brands, Inc. - Common Stock",us,NASDAQ
LDEM,iShares ESG MSCI EM Leaders ETF,us,NASDAQ
LDRX,SGI Enhanced Market Leaders ETF,us,NASDAQ
LDSF,First Trust Low Duration Strategic Focus ETF,us,NASDAQ
LE,"Lands' End, Inc. - Common Stock",us,NASDAQ
LECO,"Lincoln Electric Holdings, Inc. - Common Shares",us,NASDAQ
LEDS,SemiLEDS Corporation - Common Stock,us,NASDAQ
LEE,"Lee Enterprises, Incorporated - Common Stock",us,NASDAQ
LEGH,Legacy Housing Corporation - Common Stock,us,NASDAQ
LEGN,Legend Biotech Corporation - American Depositary Shares,us,NASDAQ
LEGR,First Trust Indxx Innovative Transaction & Process ETF,us,NASDAQ
LEND,SEI High Yield Bond & Alternative Credit ETF,us,NASDAQ
LENZ,"LENZ Therapeutics, Inc. - Common Stock",us,NASDAQ
LESL,"Leslie's, Inc. - Common Stock",us,NASDAQ
LEXI,Alexis Practical Tactical ETF,us,NASDAQ
LEXX,Lexaria Bioscience Corp. - Common Stock,us,NASDAQ
LFAC,Leapfrog Acquisition Corporation - Class A Ordinary Shares,us,NASDAQ
LFACU,Leapfrog Acquisition Corporation - Units,us,NASDAQ
LFACW,Leapfrog Acquisition Corporation - Warrants,us,NASDAQ
LFCR,"Lifecore Biomedical, Inc. - Common Stock",us,NASDAQ
LFMD,"LifeMD, Inc. - Common Stock",us,NASDAQ
LFMDP,"LifeMD, Inc. - 8.875% Series A Cumulative Perpetual Preferred Stock",us,NASDAQ
LFS,"LEIFRAS Co., Ltd. - American Depositary Shares",us,NASDAQ
LFSC,F/m Emerald Life Sciences Innovation ETF,us,NASDAQ
LFST,"LifeStance Health Group, Inc. - Common Stock",us,NASDAQ
LFTO,"Liftoff Mobile, Inc. - Common Stock",us,NASDAQ
LFUS,"Littelfuse, Inc. - Common Stock",us,NASDAQ
LFVN,Lifevantage Corporation - Common Stock,us,NASDAQ
LFWD,Lifeward Ltd. - Ordinary Shares,us,NASDAQ
LGCF,Themes US Cash Flow Champions ETF,us,NASDAQ
LGCL,Lucas GC Limited - Class A Ordinary Shares,us,NASDAQ
LGIH,"LGI Homes, Inc. - Common Stock",us,NASDAQ
LGN,Legence Corp. - Class A Common stock,us,NASDAQ
LGND,Ligand Pharmaceuticals Incorporated - Common Stock,us,NASDAQ
LGO,Largo Inc. - Common Shares,us,NASDAQ
LGRO,Level Four Large Cap Growth Active ETF,us,NASDAQ
LGVN,Longeveron Inc. - Class A Common stock,us,NASDAQ
LHAI,Linkhome Holdings Inc. - Common stock,us,NASDAQ
LHSW,Lianhe Sowell International Group Ltd - Class A Ordinary Shares,us,NASDAQ
LI,Li Auto Inc. - American Depositary Shares,us,NASDAQ
LICN,Lichen International Limited - Class A Ordinary Shares,us,NASDAQ
LIDR,"AEye, Inc. - Class A Common Stock",us,NASDAQ
LIDRW,"AEye, Inc. - Warrant",us,NASDAQ
LIEN,"Chicago Atlantic BDC, Inc. - Common Stock",us,NASDAQ
LIF,"Life360, Inc. - Common Stock",us,NASDAQ
LIFE,Ethos Technologies Inc. - Class A Common Stock,us,NASDAQ
LILA,Liberty Latin America Ltd. - Class A Common Stock,us,NASDAQ
LILAK,Liberty Latin America Ltd. - Class C Common Stock,us,NASDAQ
