year,observations,accuracy,balanced_accuracy,precision,recall,f1,roc_auc,brier_score
2022,205,0.5463414634146342,0.5426434152849247,0.552,0.6509433962264151,0.5974025974025974,0.5215361158757386,0.2639291633750592
2023,245,0.6081632653061224,0.5763093289689034,0.6271186440677966,0.7872340425531915,0.6981132075471698,0.5663529732678668,0.24284213606784522
2024,246,0.5121951219512195,0.49629629629629624,0.5460122699386503,0.6592592592592592,0.5973154362416108,0.45685685685685684,0.26363086174051636
2025,249,0.4859437751004016,0.48477419354838713,0.49238578680203043,0.776,0.6024844720496895,0.496258064516129,0.2602213825390382
2026,171,0.4502923976608187,0.4560838585913949,0.44545454545454544,0.5975609756097561,0.5104166666666666,0.4503973691422307,0.2616767613023801
