model,description,target,total_feature_rows,usable_rows,walk_forward_observations,coverage_start,coverage_end,feature_count,min_train_rows,ridge_alpha,model_mae,model_rmse,model_r2,model_correlation,model_directional_accuracy,zero_return_mae,zero_return_rmse,zero_return_r2,previous_day_mae,previous_day_rmse,previous_day_r2,previous_day_directional_accuracy
Model 8,T+1 return regression using the same 30 features as Model 7,nifty_t1_return,1389,1368,1116,2021-01-29,2026-09-11,30,252,1.0,0.006398212272451674,0.008694779520835737,-0.08574491639943282,0.03822311216013781,0.5152329749103942,0.006125220940926627,0.00835324950816684,-0.0021242339756200046,0.008528594489090635,0.011993439330445037,-1.0658469445975327,0.5412186379928315
