model,feature_group,feature_count,nifty_feature_count,breadth_feature_count,walk_forward_observations,actual_positive_rate,predicted_positive_rate,accuracy,balanced_accuracy,precision,recall,f1,roc_auc,brier_score,previous_day_accuracy,previous_day_balanced_accuracy,majority_accuracy,majority_balanced_accuracy
MODEL_1,NIFTY_HISTORY_PLUS_SIMPLE_CONSTITUENT_BREADTH,21,15,6,1116,0.5277777777777778,0.6621863799283154,0.507168458781362,0.49815240187755916,0.5263870094722598,0.6604414261460102,0.5858433734939759,0.5168667828597018,0.2573292166924344,0.547945205479452,0.5462772839197029,0.5302593659942363,0.5
