date,nifty_close,nifty_return_1d,nifty_return_3d,nifty_return_5d,nifty_return_10d,nifty_return_20d,nifty_close_ema20_ratio,nifty_close_ema50_ratio,nifty_close_ema200_ratio,nifty_rsi14,nifty_distance_20d_high,nifty_distance_20d_low,nifty_gap_pct,nifty_atr_pct,nifty_rolling_volatility_20d,nifty_volume_ratio_20d,constituent_count,breadth_1d,breadth_5d,breadth_20d,above_ema20_breadth,above_ema50_breadth,above_ema200_breadth,relative_strength_breadth,high_volume_up_breadth,high_volume_down_breadth,median_return_1d,median_return_5d,median_return_20d,median_rsi14,median_volume_ratio_20d,median_atr_pct,median_relative_strength_20d,nifty_t1_close,nifty_t1_return,target_t1_direction
2021-02-18,15118.9501953125,-0.005914312869584326,-0.012781836895502163,-0.00358192417434533,0.014990940229641758,,1.0261406609496417,1.0616958434263177,1.0943306973808173,95.21770233109272,,,0.0019593661554828667,0.01598537767398569,,,50.0,0.46,0.32,0.0,0.78,0.82,0.86,0.0,0.0,0.0,-0.0011584455747861155,-0.004980353173076046,,84.79614387306015,,0.03244794030458635,,14981.75,-0.009074717063029758,0
2021-02-19,14981.75,-0.009074717063029758,-0.021660709447047677,-0.011972974684004933,0.003852789922441646,,1.0152016249040399,1.0499177233219859,1.083490040389812,91.9872952588071,,,-0.002920202134053529,0.013958170126332277,,,50.0,0.22,0.28,0.0,0.68,0.8,0.82,0.0,0.0,0.0,-0.011059451449384972,-0.014770566152469689,,80.44145467630796,,0.03156450409739975,,14675.7001953125,-0.020428174591586412,0
2021-02-22,14675.7001953125,-0.020428174591586412,-0.03505843168262002,-0.04172461699221408,-0.029115204955183493,,0.9949876076326301,1.027322852234966,1.060708742731006,85.0552300566063,,,0.0011547252281942644,0.013882030357234473,,,50.0,0.2,0.26,0.0,0.4,0.6,0.7,0.0,0.0,0.0,-0.020422801735400564,-0.03622323958927803,,75.44569402749346,,0.03177544531703175,,14707.7998046875,0.0021872625461001327,1
2021-02-23,14707.7998046875,0.0021872625461001327,-0.02719437429937921,-0.039550224338757545,-0.026573038141412653,,0.9974333176071891,1.0283773675304204,1.0623625282909002,85.18136497067559,,,0.00726028763666986,0.013404696960011831,,,50.0,0.68,0.26,0.0,0.48,0.64,0.72,0.0,0.0,0.0,0.0055848893004324385,-0.03216499932011413,,75.77135258717901,,0.030775950023979204,,14982.0,0.01864318245786234,1
2021-02-24,14982.0,0.01864318245786234,1.668696914580714e-05,-0.0149189214734331,-0.008241485453281738,,1.0144800066625776,1.0455998748216653,1.081284293580414,86.24902337082955,,,0.0014516505677957259,0.014615157236302611,,,50.0,0.7,0.34,0.0,0.58,0.68,0.74,0.0,0.0,0.0,0.009754012858173011,-0.013702415842133553,,76.42094845750313,,0.02978368361484158,,15097.349609375,0.007699213013950157,1
2021-02-25,15097.349609375,0.007699213013950157,0.028731127540829515,-0.0014287093785253502,-0.005005516024209622,,1.0201250561409925,1.0514380208050176,1.0886386631972096,86.68367523792966,-0.014192284743780093,0.1072822115725518,0.006531144665264943,0.014714501408927156,,1.151430515271959,50.0,0.66,0.44,0.0,0.58,0.68,0.78,0.0,0.38,0.14,0.008211966342847044,-0.009361759296385441,,76.69583330493947,1.0040828835714468,0.02887153567073715,,14529.150390625,-0.03763569324758598,0
2021-02-26,14529.150390625,-0.03763569324758598,-0.012146576404008624,-0.030210062868156307,-0.041821333234238534,0.06560887791929848,0.9834429512564522,1.0113957690835846,1.0471703211703345,74.23591391262178,-0.051293841516266814,0.017361999826449148,-0.013826930249424163,0.017226692220794194,0.01706106130858856,1.541997638658926,50.0,0.0,0.24,0.68,0.28,0.52,0.64,0.5,0.0,0.82,-0.037194878372759255,-0.024951637724766773,0.05971829411773322,66.11352172968418,1.3603153233841565,0.03175213771759579,-0.005890583801565263,14761.5498046875,0.015995389118723446,1
2021-03-01,14761.5498046875,0.015995389118723446,-0.014714336891770152,0.005849779447145043,-0.03611891735199013,0.033635100888275815,0.9992521589830535,1.0264635113767409,1.0632439713005908,75.76859438257489,-0.03611891735199013,0.015995389118723446,0.011931159408113512,0.017366055176093624,0.013948543161464426,0.7272753338542152,50.0,0.98,0.6,0.7,0.44,0.68,0.74,0.42,0.12,0.02,0.01637442042470183,0.012045422641108638,0.02039798402920967,68.40817092307194,0.7509143684241608,0.03105587286045417,-0.013237116859066145,14919.099609375,0.010672985341787733,1
2021-03-02,14919.099609375,0.010672985341787733,-0.011806708105197017,0.01436651351619278,-0.025751909655095995,0.018518076525471328,1.0089642043333114,1.0358988536037632,1.0737949788137908,76.77719466918245,-0.02583142868566146,0.02683909301411158,0.0070283948076410585,0.017217375864579748,0.012962830059477662,0.91042218870356,50.0,0.82,0.76,0.62,0.64,0.74,0.78,0.52,0.26,0.06,0.013791909302855787,0.02138367465588842,0.025014103071282046,70.1697221689578,0.8273858259903574,0.03048895247942221,0.006496026545810718,15245.599609375,0.021884698711632122,1
2021-03-03,15245.599609375,0.021884698711632122,0.04931115719005108,0.017594420596382276,0.0024130093437013667,0.030808042491374588,1.0280056040294638,1.056143405104563,1.0962333882237174,78.75110254680463,-0.004512043008106037,0.04931115719005108,0.009739246003739765,0.017930699009332484,0.013660813433714506,0.816375514735113,50.0,0.88,0.8,0.64,0.86,0.78,0.78,0.46,0.24,0.0,0.011871044202270031,0.021462901142962454,0.024080382958739044,70.96734774534664,0.7869158831503967,0.029885775126368655,-0.006727659532635544,15080.75,-0.010812930524138231,0
2021-03-04,15080.75,-0.010812930524138231,0.02162375899115543,-0.0010995048670457974,-0.0025266433726558457,0.012426420097204849,1.0152567522713298,1.0428943104597088,1.083470210170143,75.2722462070574,-0.015276185124675656,0.03796502854915196,-0.014354936177152555,0.018614075291999498,0.013866284793829666,0.8240450459471742,50.0,0.24,0.58,0.5,0.8,0.8,0.82,0.46,0.16,0.16,-0.007745872800976383,0.008076290044541579,-0.00041055914481197275,68.39149132558947,0.8979048721855334,0.03055865131530852,-0.012836979242016822,14938.099609375,-0.009459104528952489,0
2021-03-05,14938.099609375,-0.009459104528952489,0.0012735353002175653,0.028146808846708282,-0.0029135708862448872,0.0009279936596477967,1.0051121674506889,1.0316931397883689,1.0724402015891819,72.29603295917678,-0.024590790621730196,0.028146808846708282,-0.006816624152479189,0.019047165788268098,0.014046295460087375,1.00997840377067,50.0,0.22,0.88,0.5,0.6,0.7,0.8,0.48,0.14,0.22,-0.00841836473742219,0.03328768822318717,-0.002300998549149613,67.0669690661099,0.9072105752755504,0.0311824437418426,-0.00322899220879741,14956.2001953125,0.0012117060677612201,1
2021-03-08,14956.2001953125,0.0012117060677612201,-0.018982488159044908,0.01318631127493064,0.01911322773475521,-0.010558462763280763,1.005723753704415,1.031610519142889,1.0729524284370109,72.4449126006164,-0.023408881364176404,0.029392620573537087,0.004307816095771244,0.01903223403180733,0.013730343038182293,0.0,50.0,0.52,0.76,0.36,0.6,0.76,0.78,0.42,0.12,0.08,0.0010492226645321123,0.014799193267732047,-0.018460061014105356,67.74329989602589,0.760862401441514,0.0316356950527389,-0.007901598250824593,15098.400390625,0.00950777560179139,1
2021-03-09,15098.400390625,0.00950777560179139,0.0011703920975416615,0.012018203909392122,0.026557377114489356,-0.0007213712219223956,1.0138100400390495,1.0397300399710854,1.0822583575076503,73.64324561475833,-0.014123672153484534,0.039179854616090415,0.006264973328042656,0.019126663078720553,0.013909389882497248,1.1275483795561938,50.0,0.52,0.5,0.46,0.68,0.8,0.8,0.46,0.14,0.06,0.0006390369142904584,0.001291066631406823,-0.009152661292993858,66.43358406279958,0.7536255416819028,0.03229693742254962,-0.008431290071071462,15174.7998046875,0.005060099883821945,1
2021-03-10,15174.7998046875,0.005060099883821945,0.01584540212624841,-0.0046439501562117735,0.012868762827893399,0.004521219652964037,1.0171053538334047,1.0431506845726688,1.0867859483055053,74.29016409042893,-0.009135039461485528,0.04443820847770352,0.006871588864766132,0.018782539392945666,0.013953971218907688,0.6882122810001701,50.0,0.68,0.46,0.5,0.82,0.86,0.82,0.5,0.12,0.02,0.00829415137422651,-0.0003536260336440278,0.002171050216917214,65.80919891601387,0.6555738994326119,0.031907160728316064,-0.002350169436046823,15030.9501953125,-0.009479506235763657,0
2021-03-12,15030.9501953125,-0.009479506235763657,0.004997927215726117,-0.0033022100815609523,-0.0043980841525500525,-0.009381585496058276,1.0067480722552253,1.031916102575257,1.0756651381320723,70.76809035280765,-0.018527950033710106,0.034537449967569245,0.009644317409201797,0.019612620169297074,0.01408444754173875,0.8394107785654109,50.0,0.18,0.36,0.42,0.66,0.72,0.76,0.48,0.12,0.18,-0.0086004283604455,-0.0075799012227272256,-0.011877508448202456,64.80114189022505,0.7930867069987426,0.03209737886452805,-0.0024959229521441806,14929.5,-0.006749419963093084,0
2021-03-15,14929.5,-0.006749419963093084,-0.011186641382876172,-0.0005756829583331013,0.02755492225019074,-0.01541879456971662,0.999957572555864,1.0239493523684522,1.0676783103482066,68.30845638658971,-0.025152317080970432,0.02755492225019074,0.0011609509103385207,0.01939902979270428,0.014156538378994499,0.8027956176803929,50.0,0.44,0.42,0.42,0.6,0.68,0.72,0.52,0.1,0.08,-0.001514111784267358,-0.0023546858795269743,-0.012592414375077132,63.262232054141094,0.7556693425292816,0.032191344079026296,0.0028263801946394884,14910.4501953125,-0.001275984104457617,0
2021-03-16,14910.4501953125,-0.001275984104457617,-0.01742030292177843,-0.003058932041732021,0.010087043203127477,-0.026396207228642443,0.9988070506527446,1.0217355558077028,1.0656128141020582,67.83170925443004,-0.02631673429958714,0.02624377850294235,0.004460940378110401,0.019224044639937345,0.013932178391469959,0.000178716635838047,50.0,0.38,0.36,0.48,0.52,0.72,0.8,0.54,0.14,0.1,-0.0025737916863135535,-0.007744056368578556,-0.015571868438324088,62.14864429656355,0.7138153826401523,0.03172746439742321,0.010824338790318355,14721.2998046875,-0.012685759862868795,0
2021-03-17,14721.2998046875,-0.012685759862868795,-0.020600852680728532,-0.024976194575661914,-0.013258159665560876,-0.03866864639075651,0.9874401815680663,1.00842708336724,1.051549629530868,63.12097389130882,-0.03439023837180477,0.013225096368090883,0.0024210945278062557,0.018288119389235698,0.0141600443741789,0.0001897083234526915,50.0,0.1,0.3,0.42,0.32,0.64,0.74,0.54,0.04,0.18,-0.018401794584160414,-0.02454161024288476,-0.025964896669004645,58.119952832149764,0.7243006762433859,0.03224682405260886,0.012703749721751867,14557.849609375,-0.011102973071742905,0
2021-03-18,14557.849609375,-0.011102973071742905,-0.024893693065742295,-0.040656232915963986,-0.045111377552974785,-0.042807222384816046,0.9786691901346458,0.9973388616934596,1.0394618862161447,59.28924518423388,-0.045111377552974785,0.0019752854075016923,0.009116056129076844,0.01948506490605436,0.014270607506441173,1.0249624287564154,50.0,0.3,0.1,0.42,0.22,0.46,0.68,0.58,0.12,0.12,-0.00866843179142368,-0.03816877108725136,-0.03053434401981836,54.621927387172974,0.8573387157072403,0.03274869400450631,0.012272878364997686,14744.0,0.012786942826028547,1
