year,observations,accuracy,balanced_accuracy,precision,recall,f1,roc_auc,brier_score
2022,205,0.526829268292683,0.5234419668381932,0.5365853658536586,0.6226415094339622,0.5764192139737991,0.5107680579378693,0.26273076622000086
2023,245,0.5877551020408164,0.5447013093289689,0.6030927835051546,0.8297872340425532,0.6985074626865672,0.5800600109110748,0.24095449170456393
2024,246,0.5,0.4843843843843844,0.5370370370370371,0.6444444444444445,0.5858585858585859,0.45585585585585586,0.26122288203579214
2025,249,0.4899598393574297,0.489,0.4945652173913043,0.728,0.5889967637540453,0.4889032258064517,0.25979815689061003
2026,171,0.4619883040935672,0.4682789805426144,0.45535714285714285,0.6219512195121951,0.5257731958762887,0.4584817758289943,0.2608329499561143
