model,feature_group,feature_count,nifty_feature_count,weighted_feature_count,walk_forward_observations,actual_positive_rate,predicted_positive_rate,accuracy,balanced_accuracy,precision,recall,f1,roc_auc,brier_score,previous_day_accuracy,previous_day_balanced_accuracy,majority_accuracy,majority_balanced_accuracy
MODEL_2,NIFTY_HISTORY_PLUS_DYNAMIC_WEIGHTED_PRESSURE,22,15,7,1116,0.5277777777777778,0.6729390681003584,0.5268817204301075,0.5173274742834315,0.5406125166444741,0.6893039049235993,0.6059701492537314,0.5166799289955316,0.258027462242842,0.547945205479452,0.5462772839197029,0.5302593659942363,0.5
