date,open,high,low,close,adj_close,volume,dividends,stock_splits
2021-01-29,869.2525024414062,873.3925170898438,848.0650024414062,853.0,802.6161499023438,2257760,0.0,0.0
2021-02-01,860.0,863.7849731445312,850.0,854.385009765625,803.9193725585938,1688120,0.0,0.0
2021-02-02,857.5025024414062,867.5,852.7249755859375,859.5150146484375,808.7462768554688,2605960,0.0,0.0
2021-02-03,860.0025024414062,864.4500122070312,852.5499877929688,858.3200073242188,807.6218872070312,2246500,0.0,0.0
2021-02-04,859.9949951171875,861.3474731445312,852.6224975585938,853.7000122070312,803.27490234375,1842000,0.0,0.0
2021-02-05,856.552490234375,858.3599853515625,850.1500244140625,855.7874755859375,805.239013671875,1961940,0.0,0.0
2021-02-08,859.0,864.2449951171875,855.0574951171875,860.9099731445312,810.0589599609375,2432140,0.0,0.0
2021-02-09,860.5499877929688,875.5,857.5,865.947509765625,814.798828125,2420240,0.0,0.0
2021-02-10,867.010009765625,871.8400268554688,854.3250122070312,858.8674926757812,808.1370849609375,2331520,0.0,0.0
2021-02-11,859.4949951171875,872.3724975585938,857.5,870.6124877929688,819.1884155273438,1307320,0.0,0.0
2021-02-12,870.5050048828125,875.9500122070312,862.0,864.7150268554688,813.6392211914062,1090560,0.0,0.0
2021-02-15,867.4500122070312,875.3375244140625,862.9025268554688,873.9924926757812,822.3687133789062,2202380,0.0,0.0
2021-02-16,877.75,882.2999877929688,856.9550170898438,860.8624877929688,810.01416015625,4595480,0.0,0.0
2021-02-17,845.0,845.0,817.5,837.0599975585938,787.61767578125,11986860,0.0,0.0
2021-02-18,837.7999877929688,845.0,815.0,818.2349853515625,769.9046630859375,5021320,0.0,0.0
2021-02-19,821.5,823.2349853515625,810.6475219726562,818.8200073242188,770.4551391601562,2605500,0.0,0.0
2021-02-22,820.552490234375,826.5,801.22998046875,804.8150024414062,757.2771606445312,4298300,0.0,0.0
2021-02-23,806.5499877929688,812.75,800.10498046875,808.4974975585938,760.7421875,2859960,0.0,0.0
2021-02-24,814.1500244140625,818.9000244140625,805.0,817.3074951171875,769.0318603515625,1686840,0.0,0.0
2021-02-25,815.2999877929688,818.6649780273438,805.0,805.6950073242188,758.1051635742188,3714260,0.0,0.0
2021-02-26,802.5250244140625,814.219970703125,800.1950073242188,805.0800170898438,757.5267333984375,4537460,0.0,0.0
2021-03-01,811.7999877929688,818.3800048828125,805.0,814.6224975585938,766.505615234375,1814360,0.0,0.0
2021-03-02,815.0999755859375,831.0,814.4874877929688,828.8074951171875,779.8526000976562,2461940,0.0,0.0
2021-03-03,835.25,836.0,827.33251953125,834.9625244140625,785.6441040039062,1857460,0.0,0.0
2021-03-04,832.8275146484375,835.3975219726562,822.25,833.0900268554688,783.8822021484375,2599620,0.0,0.0
2021-03-05,825.7999877929688,842.0,822.7999877929688,839.14501953125,789.5794677734375,2054820,0.0,0.0
2021-03-08,836.2525024414062,845.0,830.3499755859375,842.6224975585938,792.8517456054688,1836840,0.0,0.0
2021-03-09,845.510009765625,847.4974975585938,833.0,845.5399780273438,795.5968017578125,1854340,0.0,0.0
2021-03-10,847.4849853515625,850.0,839.25,846.572509765625,796.5682373046875,1275760,0.0,0.0
2021-03-12,848.8499755859375,850.4924926757812,832.5,836.1224975585938,786.7355346679688,1698280,0.0,0.0
2021-03-15,843.9924926757812,843.9924926757812,831.5,841.6525268554688,791.9389038085938,1379660,0.0,0.0
2021-03-16,841.75,851.0,834.75,837.0974731445312,787.6529541015625,1689400,0.0,0.0
2021-03-17,839.5,839.5,817.0025024414062,822.7874755859375,774.1882934570312,3143460,0.0,0.0
2021-03-18,823.39501953125,831.2474975585938,809.0,810.0625,762.2147827148438,1927300,0.0,0.0
2021-03-19,810.0,829.75,803.5,822.54248046875,773.95751953125,3988320,0.0,0.0
2021-03-22,822.5499877929688,833.75,817.5499877929688,829.4025268554688,780.41259765625,2175720,0.0,0.0
2021-03-23,828.75,837.5,825.3200073242188,834.0675048828125,784.8018798828125,2007160,0.0,0.0
2021-03-24,830.0,838.489990234375,820.9625244140625,822.405029296875,773.8283081054688,1511100,0.0,0.0
2021-03-25,821.25,829.2249755859375,805.7999877929688,808.5050048828125,760.7493896484375,2174080,0.0,0.0
2021-03-26,814.9500122070312,830.9224853515625,812.7000122070312,828.5875244140625,779.6456909179688,2531560,0.0,0.0
2021-03-30,830.5,862.677490234375,830.5,858.25,807.55615234375,2978040,0.0,0.0
2021-03-31,864.9500122070312,864.9500122070312,847.5775146484375,858.260009765625,807.5655517578125,2206620,0.0,0.0
2021-04-01,858.260009765625,859.427490234375,848.3800048828125,854.157470703125,803.7052612304688,1663520,0.0,0.0
2021-04-05,857.5,857.5,836.1950073242188,844.0275268554688,794.1736450195312,1631140,0.0,0.0
2021-04-06,845.5,856.0,840.0,854.0850219726562,803.6370239257812,1283860,0.0,0.0
2021-04-07,855.0,893.2974853515625,851.25,870.4924926757812,819.075439453125,3569300,0.0,0.0
2021-04-08,871.2525024414062,887.9500122070312,866.342529296875,884.4949951171875,832.2508544921875,2360120,0.0,0.0
2021-04-09,880.5549926757812,892.4500122070312,875.0,879.6199951171875,827.6638793945312,1478880,0.0,0.0
2021-04-12,868.7575073242188,881.0,867.0549926757812,875.0850219726562,823.396728515625,1150640,0.0,0.0
2021-04-13,879.3499755859375,879.9974975585938,852.0050048828125,858.4425048828125,807.7371826171875,2210540,0.0,0.0
2021-04-15,866.25,870.0,838.75,843.782470703125,793.9430541992188,2366280,0.0,0.0
2021-04-16,848.4500122070312,866.75,843.1400146484375,862.60498046875,811.6537475585938,1883800,0.0,0.0
2021-04-19,860.052490234375,862.0,847.5,854.4974975585938,804.0252075195312,1018760,0.0,0.0
2021-04-20,871.0,871.0,844.5025024414062,854.782470703125,804.2933349609375,2073740,0.0,0.0
2021-04-22,859.5,859.5,827.5625,839.5225219726562,789.9347534179688,4088620,0.0,0.0
2021-04-23,839.25,839.9650268554688,830.25,831.2849731445312,782.1837768554688,1372000,0.0,0.0
2021-04-26,839.9525146484375,844.75,833.1824951171875,843.530029296875,793.7056884765625,3047240,0.0,0.0
2021-04-27,844.9500122070312,846.5,837.5,838.9500122070312,789.3960571289062,893020,0.0,0.0
2021-04-28,838.75,841.5549926757812,830.5499877929688,831.6900024414062,782.5648193359375,1737520,0.0,0.0
2021-04-29,833.9500122070312,835.72998046875,824.0,825.1275024414062,780.6137084960938,1604140,4.5,0.0
2021-04-30,825.0,828.4600219726562,812.75,815.4625244140625,771.4700927734375,1955660,0.0,0.0
2021-05-03,818.0,828.7474975585938,813.6325073242188,825.3375244140625,780.8123779296875,1280960,0.0,0.0
2021-05-04,825.5125122070312,831.0,819.0,827.3300170898438,782.697265625,2115920,0.0,0.0
2021-05-05,828.052490234375,830.5,822.8724975585938,827.4625244140625,782.82275390625,706440,0.0,0.0
2021-05-06,826.2525024414062,838.489990234375,826.2525024414062,835.8800048828125,790.7861328125,1406380,0.0,0.0
2021-05-07,839.427490234375,839.905029296875,833.25,838.0675048828125,792.8555297851562,753320,0.0,0.0
2021-05-10,841.5,842.5,833.5,839.364990234375,794.0830688476562,953160,0.0,0.0
2021-05-11,837.4500122070312,847.4500122070312,835.5175170898438,843.5050048828125,797.9998168945312,1201260,0.0,0.0
2021-05-12,838.5125122070312,842.8699951171875,831.0,835.89501953125,790.8002319335938,1211520,0.0,0.0
2021-05-14,835.8499755859375,863.0,830.25,861.20751953125,814.7471923828125,1931640,0.0,0.0
2021-05-17,861.0,865.0,850.030029296875,851.8975219726562,805.939453125,1214060,0.0,0.0
2021-05-18,856.010009765625,862.447509765625,852.0999755859375,859.030029296875,812.6871948242188,1108780,0.0,0.0
2021-05-19,859.3499755859375,873.25,859.3499755859375,872.467529296875,825.3997802734375,1768740,0.0,0.0
2021-05-20,873.0,874.9824829101562,861.0999755859375,864.2675170898438,817.6422119140625,985060,0.0,0.0
2021-05-21,869.2675170898438,877.5,864.0125122070312,874.85498046875,827.6583862304688,1345200,0.0,0.0
2021-05-24,870.0025024414062,879.4025268554688,865.0374755859375,868.0150146484375,821.1874389648438,1144120,0.0,0.0
2021-05-25,874.8499755859375,887.9400024414062,871.1024780273438,875.8049926757812,828.5572509765625,1439040,0.0,0.0
2021-05-26,875.8049926757812,880.8674926757812,868.4000244140625,877.0650024414062,829.7492065429688,916060,0.0,0.0
2021-05-27,877.5,895.0,871.7650146484375,887.3350219726562,839.4652099609375,2393260,0.0,0.0
2021-05-28,888.5,890.717529296875,875.0,875.469970703125,828.2402954101562,1063240,0.0,0.0
2021-05-31,875.4500122070312,887.2625122070312,870.7625122070312,884.7775268554688,837.045654296875,1140460,0.0,0.0
2021-06-01,879.9500122070312,890.5,873.95751953125,887.9249877929688,840.0232543945312,1155020,0.0,0.0
2021-06-02,875.8099975585938,890.6599731445312,875.5050048828125,882.6749877929688,835.0565185546875,1485240,0.0,0.0
2021-06-03,882.5,892.7474975585938,878.0,889.969970703125,841.9580078125,1007980,0.0,0.0
2021-06-04,884.552490234375,885.3200073242188,869.0,871.3400268554688,824.3330688476562,4036440,0.0,0.0
2021-06-07,873.7274780273438,879.5,867.6749877929688,876.6275024414062,829.3352661132812,988720,0.0,0.0
2021-06-08,876.5025024414062,880.6475219726562,870.1699829101562,874.1300048828125,826.97265625,948940,0.0,0.0
2021-06-09,873.0,881.280029296875,872.0,877.8574829101562,830.4989624023438,837560,0.0,0.0
2021-06-10,876.25,883.75,874.5,877.8049926757812,830.4493408203125,841060,0.0,0.0
2021-06-11,880.4500122070312,880.4500122070312,868.25,876.8200073242188,829.5174560546875,979940,0.0,0.0
2021-06-14,873.0700073242188,881.5,870.8800048828125,878.875,831.4614868164062,730460,0.0,0.0
2021-06-15,882.2999877929688,885.5,875.5499877929688,884.239990234375,836.537109375,943920,0.0,0.0
2021-06-16,882.510009765625,903.4249877929688,880.6525268554688,898.260009765625,849.80078125,2339240,0.0,0.0
2021-06-17,895.75,909.4650268554688,895.0,902.9525146484375,854.240234375,1515740,0.0,0.0
2021-06-18,902.9500122070312,904.947509765625,880.0,883.532470703125,835.8678588867188,2953400,0.0,0.0
2021-06-21,881.5700073242188,885.5025024414062,875.6500244140625,882.45751953125,834.850830078125,803600,0.0,0.0
2021-06-22,883.5,887.3975219726562,870.5,871.8275146484375,824.7942504882812,1410640,0.0,0.0
2021-06-23,874.9974975585938,878.0,868.5,870.739990234375,823.7654418945312,741680,0.0,0.0
2021-06-24,870.7525024414062,883.5,866.1199951171875,880.9874877929688,833.4600830078125,1300900,0.0,0.0
2021-06-25,878.5125122070312,882.5,871.75,875.3350219726562,828.1127319335938,780000,0.0,0.0
2021-06-28,875.3524780273438,881.0,872.6749877929688,875.3074951171875,828.0865478515625,809000,0.0,0.0
2021-06-29,879.5,887.5,874.4824829101562,879.9625244140625,832.490478515625,1421920,0.0,0.0
2021-06-30,882.0,887.25,878.75,881.6500244140625,834.0869140625,1031340,0.0,0.0
2021-07-01,881.5,886.25,878.4749755859375,882.3099975585938,834.7113647460938,534000,0.0,0.0
