ranking_group,observations,avg_predicted_large_move_probability,positive_count,negative_count,zero_return_count,positive_pct,negative_pct,zero_return_pct,avg_t1_return,median_t1_return,avg_positive_return,avg_negative_return,avg_absolute_return,median_absolute_return,large_move_rate
TOP_20,224.0,0.4469895102191469,117.0,107.0,0.0,0.5223214285714286,0.47767857142857145,0.0,0.0008934036248067127,0.0005622134063417,0.009227822509356835,-0.008219932912505098,0.008746375246574978,0.006906626823501251,0.32589285714285715
MIDDLE_60,668.0,0.15284075230973143,351.0,316.0,1.0,0.5254491017964071,0.47305389221556887,0.0014970059880239522,0.00021607107455297604,0.0004077359423978,0.005648278241298992,-0.0058171208382739184,0.005719694382620515,0.0045064659858402994,0.15419161676646706
BOTTOM_20,224.0,0.06236618992915045,121.0,103.0,0.0,0.5401785714285714,0.45982142857142855,0.0,0.000378314440087996,0.00035730843729250004,0.0047129962885559,-0.0047138846246170185,0.004713404764512576,0.00400479743077545,0.11160714285714286
