year,observations,actual_large_move_rate,predicted_large_move_rate,accuracy,balanced_accuracy,precision,recall,f1,roc_auc,brier
2022,205,0.28292682926829266,0.1951219512195122,0.7170731707317073,0.6043865822190946,0.5,0.3448275862068966,0.40816326530612246,0.6433262960356557,0.20498035621441454
2023,245,0.10612244897959183,0.004081632653061225,0.889795918367347,0.4977168949771689,0.0,0.0,0.0,0.4666315419740077,0.10632403617509509
2024,246,0.16666666666666666,0.012195121951219513,0.8292682926829268,0.5073170731707317,0.3333333333333333,0.024390243902439025,0.045454545454545456,0.555145746579417,0.1460820686595842
2025,249,0.14056224899598393,0.012048192771084338,0.8634538152610441,0.5262349799732977,0.6666666666666666,0.05714285714285714,0.10526315789473684,0.6534045393858477,0.11209751339115868
2026,171,0.23976608187134502,0.07602339181286549,0.7777777777777778,0.5783302063789869,0.6153846153846154,0.1951219512195122,0.2962962962962963,0.699249530956848,0.16410937756186686
