bootstrap_iteration,top_20_rate,bottom_20_rate,top_minus_bottom
38,0.33482142857142855,0.10714285714285714,0.2276785714285714
39,0.29464285714285715,0.11607142857142858,0.17857142857142858
40,0.3125,0.09375,0.21875
41,0.30357142857142855,0.09375,0.20982142857142855
42,0.36607142857142855,0.11160714285714286,0.2544642857142857
43,0.3705357142857143,0.11160714285714286,0.25892857142857145
44,0.36160714285714285,0.09375,0.26785714285714285
45,0.33035714285714285,0.11160714285714286,0.21875
46,0.32589285714285715,0.12053571428571429,0.20535714285714285
47,0.3080357142857143,0.08928571428571429,0.21875
48,0.35714285714285715,0.08928571428571429,0.26785714285714285
49,0.3125,0.07142857142857142,0.24107142857142858
50,0.29910714285714285,0.16071428571428573,0.13839285714285712
51,0.33482142857142855,0.12946428571428573,0.20535714285714282
52,0.3392857142857143,0.13392857142857142,0.20535714285714288
53,0.35267857142857145,0.08482142857142858,0.2678571428571429
54,0.3705357142857143,0.16964285714285715,0.20089285714285715
55,0.3392857142857143,0.07142857142857142,0.2678571428571429
56,0.29910714285714285,0.13392857142857142,0.16517857142857142
57,0.29464285714285715,0.14285714285714285,0.1517857142857143
58,0.33035714285714285,0.125,0.20535714285714285
59,0.3125,0.08928571428571429,0.2232142857142857
60,0.2767857142857143,0.11160714285714286,0.16517857142857145
61,0.32142857142857145,0.13839285714285715,0.1830357142857143
62,0.32589285714285715,0.08482142857142858,0.24107142857142858
63,0.3392857142857143,0.10714285714285714,0.23214285714285715
64,0.4017857142857143,0.09375,0.3080357142857143
65,0.30357142857142855,0.10714285714285714,0.1964285714285714
66,0.29910714285714285,0.08482142857142858,0.21428571428571427
67,0.35714285714285715,0.09821428571428571,0.25892857142857145
68,0.26339285714285715,0.14732142857142858,0.11607142857142858
69,0.3392857142857143,0.10714285714285714,0.23214285714285715
70,0.2767857142857143,0.13839285714285715,0.13839285714285715
71,0.35714285714285715,0.08482142857142858,0.2723214285714286
72,0.27232142857142855,0.08928571428571429,0.18303571428571425
73,0.2857142857142857,0.125,0.1607142857142857
74,0.41517857142857145,0.16964285714285715,0.2455357142857143
75,0.38392857142857145,0.14732142857142858,0.23660714285714288
76,0.34375,0.11160714285714286,0.23214285714285715
77,0.32589285714285715,0.10714285714285714,0.21875
78,0.3169642857142857,0.11607142857142858,0.20089285714285712
79,0.29910714285714285,0.07589285714285714,0.2232142857142857
80,0.33482142857142855,0.12053571428571429,0.21428571428571425
81,0.3169642857142857,0.12946428571428573,0.18749999999999997
82,0.29017857142857145,0.11160714285714286,0.1785714285714286
83,0.3169642857142857,0.13839285714285715,0.17857142857142855
84,0.3482142857142857,0.08482142857142858,0.2633928571428571
85,0.3169642857142857,0.12946428571428573,0.18749999999999997
86,0.34375,0.12946428571428573,0.21428571428571427
87,0.3125,0.08482142857142858,0.22767857142857142
88,0.35267857142857145,0.08482142857142858,0.2678571428571429
89,0.3392857142857143,0.08035714285714286,0.25892857142857145
90,0.32589285714285715,0.09375,0.23214285714285715
91,0.3392857142857143,0.11607142857142858,0.22321428571428573
92,0.3392857142857143,0.12053571428571429,0.21875
93,0.36160714285714285,0.07589285714285714,0.2857142857142857
94,0.33035714285714285,0.08928571428571429,0.24107142857142855
95,0.4017857142857143,0.12053571428571429,0.28125
96,0.33035714285714285,0.08928571428571429,0.24107142857142855
97,0.33035714285714285,0.08482142857142858,0.24553571428571427
98,0.36160714285714285,0.10714285714285714,0.2544642857142857
99,0.3482142857142857,0.12946428571428573,0.21874999999999997
100,0.34375,0.11160714285714286,0.23214285714285715
101,0.33482142857142855,0.12053571428571429,0.21428571428571425
102,0.3794642857142857,0.11160714285714286,0.26785714285714285
103,0.2767857142857143,0.11607142857142858,0.16071428571428573
104,0.3080357142857143,0.08482142857142858,0.22321428571428573
105,0.3169642857142857,0.15178571428571427,0.16517857142857142
106,0.2767857142857143,0.12053571428571429,0.15625
107,0.32589285714285715,0.10714285714285714,0.21875
108,0.33482142857142855,0.125,0.20982142857142855
109,0.30357142857142855,0.11160714285714286,0.1919642857142857
110,0.34375,0.14732142857142858,0.19642857142857142
111,0.32589285714285715,0.13392857142857142,0.19196428571428573
112,0.36160714285714285,0.11160714285714286,0.25
113,0.2857142857142857,0.11607142857142858,0.16964285714285712
114,0.33035714285714285,0.12946428571428573,0.20089285714285712
115,0.34375,0.10714285714285714,0.23660714285714285
116,0.29464285714285715,0.10714285714285714,0.1875
117,0.32142857142857145,0.09375,0.22767857142857145
118,0.29017857142857145,0.15625,0.13392857142857145
119,0.375,0.13392857142857142,0.24107142857142858
120,0.29017857142857145,0.12053571428571429,0.16964285714285715
121,0.25892857142857145,0.08928571428571429,0.16964285714285715
122,0.36607142857142855,0.09821428571428571,0.26785714285714285
123,0.3125,0.07589285714285714,0.23660714285714285
124,0.29017857142857145,0.10267857142857142,0.18750000000000003
125,0.35714285714285715,0.11607142857142858,0.24107142857142858
126,0.29910714285714285,0.10714285714285714,0.1919642857142857
127,0.26339285714285715,0.12053571428571429,0.14285714285714285
128,0.3169642857142857,0.13839285714285715,0.17857142857142855
129,0.29017857142857145,0.08928571428571429,0.20089285714285715
130,0.3169642857142857,0.10714285714285714,0.20982142857142855
131,0.34375,0.125,0.21875
132,0.27232142857142855,0.15178571428571427,0.12053571428571427
133,0.35714285714285715,0.13392857142857142,0.22321428571428573
134,0.29464285714285715,0.12053571428571429,0.17410714285714285
135,0.26785714285714285,0.12053571428571429,0.14732142857142855
136,0.29464285714285715,0.12053571428571429,0.17410714285714285
137,0.3080357142857143,0.08928571428571429,0.21875
138,0.32142857142857145,0.09821428571428571,0.22321428571428575
139,0.23660714285714285,0.11160714285714286,0.12499999999999999
140,0.29017857142857145,0.13392857142857142,0.15625000000000003
141,0.3080357142857143,0.11607142857142858,0.19196428571428573
142,0.35267857142857145,0.11607142857142858,0.23660714285714288
143,0.35267857142857145,0.10714285714285714,0.2455357142857143
144,0.33035714285714285,0.10267857142857142,0.22767857142857142
145,0.38392857142857145,0.16071428571428573,0.22321428571428573
146,0.29910714285714285,0.12053571428571429,0.17857142857142855
147,0.25892857142857145,0.11607142857142858,0.14285714285714288
148,0.34375,0.16071428571428573,0.18303571428571427
149,0.3125,0.12946428571428573,0.18303571428571427
150,0.29910714285714285,0.08482142857142858,0.21428571428571427
151,0.2767857142857143,0.11607142857142858,0.16071428571428573
152,0.375,0.12946428571428573,0.24553571428571427
153,0.3169642857142857,0.14285714285714285,0.17410714285714285
154,0.3482142857142857,0.08482142857142858,0.2633928571428571
155,0.3080357142857143,0.12946428571428573,0.17857142857142858
156,0.3125,0.11607142857142858,0.19642857142857142
157,0.3482142857142857,0.125,0.2232142857142857
158,0.35267857142857145,0.09821428571428571,0.25446428571428575
159,0.33482142857142855,0.07142857142857142,0.2633928571428571
160,0.3392857142857143,0.11607142857142858,0.22321428571428573
161,0.35714285714285715,0.14285714285714285,0.2142857142857143
162,0.34375,0.125,0.21875
163,0.29464285714285715,0.11160714285714286,0.1830357142857143
164,0.39285714285714285,0.10267857142857142,0.2901785714285714
165,0.3794642857142857,0.13839285714285715,0.24107142857142855
166,0.32589285714285715,0.10714285714285714,0.21875
167,0.29017857142857145,0.09821428571428571,0.19196428571428575
168,0.3125,0.08928571428571429,0.2232142857142857
169,0.33482142857142855,0.10714285714285714,0.2276785714285714
170,0.375,0.06696428571428571,0.3080357142857143
171,0.375,0.125,0.25
172,0.3125,0.05803571428571429,0.2544642857142857
173,0.35267857142857145,0.11607142857142858,0.23660714285714288
174,0.3080357142857143,0.09821428571428571,0.2098214285714286
175,0.29017857142857145,0.10714285714285714,0.1830357142857143
176,0.32142857142857145,0.08482142857142858,0.23660714285714288
177,0.33482142857142855,0.09821428571428571,0.23660714285714285
178,0.3794642857142857,0.12053571428571429,0.2589285714285714
179,0.3705357142857143,0.09375,0.2767857142857143
180,0.27232142857142855,0.11607142857142858,0.15624999999999997
181,0.28125,0.09821428571428571,0.1830357142857143
182,0.3125,0.11607142857142858,0.19642857142857142
183,0.36160714285714285,0.08482142857142858,0.2767857142857143
184,0.32589285714285715,0.11160714285714286,0.2142857142857143
185,0.32142857142857145,0.08482142857142858,0.23660714285714288
186,0.33482142857142855,0.09375,0.24107142857142855
187,0.3125,0.125,0.1875
188,0.35714285714285715,0.12946428571428573,0.22767857142857142
189,0.32142857142857145,0.13839285714285715,0.1830357142857143
190,0.33482142857142855,0.08035714285714286,0.2544642857142857
191,0.32589285714285715,0.08482142857142858,0.24107142857142858
192,0.34375,0.10267857142857142,0.24107142857142858
193,0.32589285714285715,0.12946428571428573,0.19642857142857142
194,0.29910714285714285,0.09821428571428571,0.20089285714285715
195,0.3169642857142857,0.11607142857142858,0.20089285714285712
196,0.3080357142857143,0.10267857142857142,0.20535714285714288
197,0.28125,0.10267857142857142,0.17857142857142858
198,0.3169642857142857,0.13392857142857142,0.18303571428571427
199,0.35267857142857145,0.09821428571428571,0.25446428571428575
200,0.3482142857142857,0.09821428571428571,0.25
201,0.29464285714285715,0.125,0.16964285714285715
202,0.28125,0.10267857142857142,0.17857142857142858
203,0.32589285714285715,0.13839285714285715,0.1875
204,0.29910714285714285,0.08928571428571429,0.20982142857142855
205,0.29910714285714285,0.11607142857142858,0.18303571428571427
206,0.2857142857142857,0.11160714285714286,0.17410714285714285
207,0.34375,0.125,0.21875
208,0.3169642857142857,0.09821428571428571,0.21875
209,0.38839285714285715,0.10267857142857142,0.2857142857142857
210,0.27232142857142855,0.11160714285714286,0.1607142857142857
211,0.29464285714285715,0.08035714285714286,0.2142857142857143
212,0.38839285714285715,0.10714285714285714,0.28125
213,0.36607142857142855,0.11160714285714286,0.2544642857142857
214,0.29910714285714285,0.09821428571428571,0.20089285714285715
215,0.35267857142857145,0.08928571428571429,0.26339285714285715
216,0.3080357142857143,0.11160714285714286,0.19642857142857145
217,0.29017857142857145,0.13839285714285715,0.1517857142857143
218,0.3125,0.125,0.1875
219,0.29464285714285715,0.10714285714285714,0.1875
220,0.3482142857142857,0.12053571428571429,0.2276785714285714
221,0.3392857142857143,0.15178571428571427,0.18750000000000003
222,0.32589285714285715,0.09821428571428571,0.22767857142857145
223,0.3794642857142857,0.11160714285714286,0.26785714285714285
224,0.35714285714285715,0.10714285714285714,0.25
225,0.29910714285714285,0.08482142857142858,0.21428571428571427
226,0.39732142857142855,0.13839285714285715,0.2589285714285714
227,0.34375,0.09821428571428571,0.2455357142857143
228,0.34375,0.10714285714285714,0.23660714285714285
229,0.32142857142857145,0.09375,0.22767857142857145
230,0.32589285714285715,0.13839285714285715,0.1875
231,0.35714285714285715,0.11607142857142858,0.24107142857142858
232,0.3482142857142857,0.13392857142857142,0.21428571428571427
233,0.3080357142857143,0.12053571428571429,0.1875
234,0.36160714285714285,0.09375,0.26785714285714285
235,0.34375,0.08035714285714286,0.26339285714285715
236,0.26785714285714285,0.125,0.14285714285714285
237,0.2857142857142857,0.09375,0.1919642857142857
238,0.38392857142857145,0.08482142857142858,0.2991071428571429
239,0.3080357142857143,0.12946428571428573,0.17857142857142858
240,0.27232142857142855,0.11160714285714286,0.1607142857142857
241,0.29464285714285715,0.13392857142857142,0.16071428571428573
242,0.33035714285714285,0.09375,0.23660714285714285
243,0.33035714285714285,0.11160714285714286,0.21875
244,0.30357142857142855,0.10267857142857142,0.20089285714285712
245,0.32142857142857145,0.11607142857142858,0.20535714285714288
246,0.33482142857142855,0.09821428571428571,0.23660714285714285
247,0.33482142857142855,0.12946428571428573,0.20535714285714282
248,0.375,0.13392857142857142,0.24107142857142858
249,0.3482142857142857,0.125,0.2232142857142857
250,0.32142857142857145,0.10714285714285714,0.2142857142857143
251,0.3705357142857143,0.09375,0.2767857142857143
252,0.30357142857142855,0.12946428571428573,0.17410714285714282
253,0.34375,0.12053571428571429,0.2232142857142857
254,0.33035714285714285,0.13839285714285715,0.1919642857142857
255,0.28125,0.13839285714285715,0.14285714285714285
256,0.27232142857142855,0.11160714285714286,0.1607142857142857
257,0.375,0.11160714285714286,0.26339285714285715
258,0.25892857142857145,0.13392857142857142,0.12500000000000003
259,0.33035714285714285,0.09821428571428571,0.23214285714285715
260,0.26785714285714285,0.13839285714285715,0.1294642857142857
261,0.3125,0.125,0.1875
262,0.3169642857142857,0.12053571428571429,0.1964285714285714
263,0.3080357142857143,0.13392857142857142,0.17410714285714288
264,0.3169642857142857,0.09375,0.2232142857142857
265,0.38839285714285715,0.09821428571428571,0.29017857142857145
266,0.3169642857142857,0.10714285714285714,0.20982142857142855
267,0.34375,0.10267857142857142,0.24107142857142858
268,0.33482142857142855,0.12053571428571429,0.21428571428571425
269,0.3080357142857143,0.14732142857142858,0.16071428571428573
270,0.36160714285714285,0.08928571428571429,0.27232142857142855
271,0.32589285714285715,0.14732142857142858,0.17857142857142858
272,0.29910714285714285,0.13392857142857142,0.16517857142857142
273,0.29464285714285715,0.08482142857142858,0.20982142857142858
274,0.35714285714285715,0.16517857142857142,0.19196428571428573
275,0.33482142857142855,0.10714285714285714,0.2276785714285714
276,0.3392857142857143,0.09375,0.2455357142857143
277,0.32589285714285715,0.13839285714285715,0.1875
278,0.33035714285714285,0.13839285714285715,0.1919642857142857
279,0.3169642857142857,0.14732142857142858,0.16964285714285712
280,0.36160714285714285,0.11160714285714286,0.25
281,0.38839285714285715,0.12946428571428573,0.2589285714285714
282,0.33035714285714285,0.09375,0.23660714285714285
283,0.38839285714285715,0.125,0.26339285714285715
284,0.30357142857142855,0.09375,0.20982142857142855
285,0.3125,0.12053571428571429,0.1919642857142857
286,0.26785714285714285,0.12946428571428573,0.13839285714285712
287,0.28125,0.10267857142857142,0.17857142857142858
288,0.29910714285714285,0.11607142857142858,0.18303571428571427
289,0.30357142857142855,0.12053571428571429,0.18303571428571425
290,0.29464285714285715,0.11607142857142858,0.17857142857142858
291,0.3705357142857143,0.09821428571428571,0.2723214285714286
292,0.36160714285714285,0.09821428571428571,0.26339285714285715
293,0.35714285714285715,0.10714285714285714,0.25
294,0.39285714285714285,0.125,0.26785714285714285
295,0.3169642857142857,0.10714285714285714,0.20982142857142855
296,0.3392857142857143,0.08928571428571429,0.25
297,0.3705357142857143,0.11160714285714286,0.25892857142857145
298,0.32589285714285715,0.09821428571428571,0.22767857142857145
299,0.3482142857142857,0.11607142857142858,0.23214285714285712
300,0.30357142857142855,0.10267857142857142,0.20089285714285712
301,0.35714285714285715,0.08928571428571429,0.26785714285714285
302,0.36607142857142855,0.11607142857142858,0.24999999999999997
303,0.32142857142857145,0.125,0.19642857142857145
304,0.34375,0.11607142857142858,0.22767857142857142
305,0.3482142857142857,0.09375,0.2544642857142857
306,0.36160714285714285,0.08928571428571429,0.27232142857142855
307,0.3125,0.09375,0.21875
308,0.26339285714285715,0.08482142857142858,0.17857142857142858
309,0.35267857142857145,0.13392857142857142,0.21875000000000003
310,0.25,0.13392857142857142,0.11607142857142858
311,0.33035714285714285,0.11607142857142858,0.21428571428571427
312,0.3080357142857143,0.05803571428571429,0.25
313,0.33482142857142855,0.08928571428571429,0.24553571428571425
314,0.3080357142857143,0.11160714285714286,0.19642857142857145
315,0.36607142857142855,0.11160714285714286,0.2544642857142857
316,0.34375,0.11160714285714286,0.23214285714285715
317,0.3482142857142857,0.15178571428571427,0.19642857142857142
318,0.2767857142857143,0.10714285714285714,0.16964285714285715
319,0.2767857142857143,0.11160714285714286,0.16517857142857145
320,0.25892857142857145,0.09375,0.16517857142857145
321,0.3125,0.10714285714285714,0.20535714285714285
322,0.32142857142857145,0.12053571428571429,0.20089285714285715
323,0.3392857142857143,0.125,0.2142857142857143
324,0.35714285714285715,0.12053571428571429,0.23660714285714285
325,0.30357142857142855,0.09375,0.20982142857142855
326,0.3125,0.10267857142857142,0.20982142857142858
327,0.35714285714285715,0.08035714285714286,0.2767857142857143
328,0.29910714285714285,0.12946428571428573,0.16964285714285712
329,0.33482142857142855,0.12053571428571429,0.21428571428571425
330,0.2767857142857143,0.12946428571428573,0.14732142857142858
331,0.29910714285714285,0.10267857142857142,0.19642857142857142
332,0.2767857142857143,0.14285714285714285,0.13392857142857145
333,0.30357142857142855,0.08482142857142858,0.21874999999999997
334,0.29464285714285715,0.08035714285714286,0.2142857142857143
335,0.3392857142857143,0.08035714285714286,0.25892857142857145
336,0.29464285714285715,0.125,0.16964285714285715
337,0.32589285714285715,0.07589285714285714,0.25
338,0.29017857142857145,0.09821428571428571,0.19196428571428575
339,0.35714285714285715,0.10714285714285714,0.25
340,0.27232142857142855,0.09375,0.17857142857142855
341,0.26339285714285715,0.11607142857142858,0.14732142857142858
342,0.28125,0.11607142857142858,0.16517857142857142
343,0.28125,0.09821428571428571,0.1830357142857143
344,0.3169642857142857,0.07589285714285714,0.24107142857142855
345,0.29017857142857145,0.17410714285714285,0.1160714285714286
346,0.3125,0.10267857142857142,0.20982142857142858
347,0.29464285714285715,0.09821428571428571,0.19642857142857145
348,0.3392857142857143,0.09821428571428571,0.2410714285714286
349,0.33482142857142855,0.125,0.20982142857142855
350,0.3392857142857143,0.08928571428571429,0.25
351,0.3482142857142857,0.14285714285714285,0.20535714285714285
352,0.33482142857142855,0.13839285714285715,0.1964285714285714
353,0.33482142857142855,0.10267857142857142,0.23214285714285712
354,0.3080357142857143,0.08482142857142858,0.22321428571428573
355,0.33482142857142855,0.12053571428571429,0.21428571428571425
356,0.3080357142857143,0.09821428571428571,0.2098214285714286
357,0.3794642857142857,0.10714285714285714,0.27232142857142855
358,0.3080357142857143,0.11160714285714286,0.19642857142857145
359,0.3125,0.13392857142857142,0.17857142857142858
360,0.33035714285714285,0.125,0.20535714285714285
361,0.29017857142857145,0.09821428571428571,0.19196428571428575
362,0.3392857142857143,0.16071428571428573,0.17857142857142858
363,0.2544642857142857,0.09375,0.1607142857142857
364,0.34375,0.10267857142857142,0.24107142857142858
365,0.32142857142857145,0.12053571428571429,0.20089285714285715
366,0.32589285714285715,0.11607142857142858,0.20982142857142858
367,0.3392857142857143,0.07142857142857142,0.2678571428571429
368,0.34375,0.12946428571428573,0.21428571428571427
369,0.2857142857142857,0.07142857142857142,0.21428571428571427
370,0.34375,0.12053571428571429,0.2232142857142857
371,0.28125,0.12053571428571429,0.1607142857142857
372,0.33035714285714285,0.10714285714285714,0.2232142857142857
373,0.3794642857142857,0.08928571428571429,0.2901785714285714
374,0.3392857142857143,0.08928571428571429,0.25
375,0.28125,0.10714285714285714,0.17410714285714285
376,0.28125,0.10267857142857142,0.17857142857142858
377,0.41517857142857145,0.12053571428571429,0.29464285714285715
378,0.32142857142857145,0.15625,0.16517857142857145
379,0.29017857142857145,0.11160714285714286,0.1785714285714286
380,0.32589285714285715,0.09375,0.23214285714285715
381,0.33482142857142855,0.10714285714285714,0.2276785714285714
382,0.26339285714285715,0.09821428571428571,0.16517857142857145
383,0.33482142857142855,0.14285714285714285,0.1919642857142857
384,0.30357142857142855,0.14285714285714285,0.1607142857142857
385,0.32142857142857145,0.16071428571428573,0.16071428571428573
386,0.3482142857142857,0.10267857142857142,0.24553571428571427
387,0.35714285714285715,0.11160714285714286,0.2455357142857143
388,0.33035714285714285,0.11607142857142858,0.21428571428571427
389,0.2857142857142857,0.12053571428571429,0.1651785714285714
390,0.35714285714285715,0.08928571428571429,0.26785714285714285
391,0.3169642857142857,0.08928571428571429,0.2276785714285714
392,0.3392857142857143,0.11160714285714286,0.22767857142857145
393,0.36160714285714285,0.10267857142857142,0.2589285714285714
394,0.29017857142857145,0.08928571428571429,0.20089285714285715
395,0.32589285714285715,0.09375,0.23214285714285715
396,0.35267857142857145,0.125,0.22767857142857145
397,0.34375,0.13392857142857142,0.20982142857142858
398,0.29910714285714285,0.10714285714285714,0.1919642857142857
399,0.32589285714285715,0.11607142857142858,0.20982142857142858
400,0.30357142857142855,0.11607142857142858,0.18749999999999997
401,0.29464285714285715,0.11607142857142858,0.17857142857142858
402,0.35267857142857145,0.11160714285714286,0.2410714285714286
403,0.34375,0.11607142857142858,0.22767857142857142
404,0.3125,0.11160714285714286,0.20089285714285715
405,0.3080357142857143,0.15625,0.1517857142857143
406,0.3392857142857143,0.11607142857142858,0.22321428571428573
407,0.3482142857142857,0.14285714285714285,0.20535714285714285
408,0.33035714285714285,0.10714285714285714,0.2232142857142857
409,0.33482142857142855,0.15625,0.17857142857142855
410,0.29017857142857145,0.12053571428571429,0.16964285714285715
411,0.36160714285714285,0.08035714285714286,0.28125
412,0.3080357142857143,0.09821428571428571,0.2098214285714286
413,0.33035714285714285,0.11607142857142858,0.21428571428571427
414,0.29910714285714285,0.08035714285714286,0.21875
415,0.32589285714285715,0.08928571428571429,0.23660714285714285
416,0.30357142857142855,0.10267857142857142,0.20089285714285712
417,0.3080357142857143,0.08035714285714286,0.22767857142857145
418,0.35267857142857145,0.09821428571428571,0.25446428571428575
419,0.36607142857142855,0.11160714285714286,0.2544642857142857
420,0.38392857142857145,0.11607142857142858,0.2678571428571429
421,0.32589285714285715,0.125,0.20089285714285715
422,0.3080357142857143,0.10714285714285714,0.20089285714285715
423,0.3392857142857143,0.11607142857142858,0.22321428571428573
424,0.29017857142857145,0.12946428571428573,0.16071428571428573
425,0.33035714285714285,0.10267857142857142,0.22767857142857142
426,0.29910714285714285,0.10714285714285714,0.1919642857142857
427,0.33035714285714285,0.125,0.20535714285714285
428,0.3705357142857143,0.14285714285714285,0.22767857142857145
429,0.33035714285714285,0.09375,0.23660714285714285
430,0.33035714285714285,0.12946428571428573,0.20089285714285712
431,0.30357142857142855,0.14732142857142858,0.15624999999999997
432,0.34375,0.08928571428571429,0.2544642857142857
433,0.3125,0.10267857142857142,0.20982142857142858
434,0.3080357142857143,0.10267857142857142,0.20535714285714288
435,0.30357142857142855,0.125,0.17857142857142855
436,0.2767857142857143,0.12946428571428573,0.14732142857142858
437,0.3169642857142857,0.10267857142857142,0.21428571428571427
438,0.34375,0.10714285714285714,0.23660714285714285
439,0.35267857142857145,0.10714285714285714,0.2455357142857143
440,0.35267857142857145,0.11607142857142858,0.23660714285714288
441,0.3482142857142857,0.11160714285714286,0.23660714285714285
442,0.29464285714285715,0.09375,0.20089285714285715
443,0.3080357142857143,0.09375,0.2142857142857143
444,0.29910714285714285,0.11607142857142858,0.18303571428571427
445,0.32142857142857145,0.16964285714285715,0.1517857142857143
446,0.3705357142857143,0.10714285714285714,0.26339285714285715
447,0.3169642857142857,0.11160714285714286,0.20535714285714285
448,0.29910714285714285,0.08482142857142858,0.21428571428571427
449,0.3125,0.11607142857142858,0.19642857142857142
450,0.34375,0.12946428571428573,0.21428571428571427
451,0.28125,0.08482142857142858,0.19642857142857142
452,0.36160714285714285,0.12946428571428573,0.23214285714285712
453,0.29017857142857145,0.13392857142857142,0.15625000000000003
454,0.3080357142857143,0.09375,0.2142857142857143
455,0.30357142857142855,0.12053571428571429,0.18303571428571425
456,0.32589285714285715,0.13392857142857142,0.19196428571428573
457,0.29910714285714285,0.09375,0.20535714285714285
458,0.35714285714285715,0.12053571428571429,0.23660714285714285
459,0.32589285714285715,0.14285714285714285,0.1830357142857143
460,0.40625,0.10267857142857142,0.3035714285714286
461,0.26339285714285715,0.11607142857142858,0.14732142857142858
462,0.36160714285714285,0.12946428571428573,0.23214285714285712
463,0.39732142857142855,0.07589285714285714,0.3214285714285714
464,0.3392857142857143,0.09375,0.2455357142857143
465,0.3080357142857143,0.10267857142857142,0.20535714285714288
466,0.3080357142857143,0.09821428571428571,0.2098214285714286
467,0.39285714285714285,0.11607142857142858,0.2767857142857143
468,0.33482142857142855,0.10714285714285714,0.2276785714285714
469,0.3482142857142857,0.08035714285714286,0.26785714285714285
470,0.29464285714285715,0.10267857142857142,0.19196428571428573
471,0.34375,0.09375,0.25
472,0.36160714285714285,0.09375,0.26785714285714285
473,0.36160714285714285,0.11607142857142858,0.24553571428571427
474,0.36160714285714285,0.13392857142857142,0.22767857142857142
475,0.3482142857142857,0.11607142857142858,0.23214285714285712
476,0.29464285714285715,0.09821428571428571,0.19642857142857145
477,0.29910714285714285,0.13839285714285715,0.1607142857142857
478,0.3482142857142857,0.09821428571428571,0.25
479,0.27232142857142855,0.13839285714285715,0.1339285714285714
480,0.33482142857142855,0.13392857142857142,0.20089285714285712
481,0.36607142857142855,0.12946428571428573,0.23660714285714282
482,0.26785714285714285,0.10267857142857142,0.16517857142857142
483,0.32589285714285715,0.09375,0.23214285714285715
484,0.35714285714285715,0.08035714285714286,0.2767857142857143
485,0.34375,0.13392857142857142,0.20982142857142858
486,0.30357142857142855,0.09821428571428571,0.20535714285714285
487,0.27232142857142855,0.09375,0.17857142857142855
488,0.3392857142857143,0.11607142857142858,0.22321428571428573
489,0.35714285714285715,0.11607142857142858,0.24107142857142858
490,0.4107142857142857,0.08928571428571429,0.3214285714285714
491,0.32142857142857145,0.11160714285714286,0.2098214285714286
492,0.32142857142857145,0.11607142857142858,0.20535714285714288
493,0.33035714285714285,0.10714285714285714,0.2232142857142857
494,0.3125,0.12946428571428573,0.18303571428571427
495,0.35714285714285715,0.15178571428571427,0.20535714285714288
496,0.3169642857142857,0.12946428571428573,0.18749999999999997
497,0.32142857142857145,0.11607142857142858,0.20535714285714288
498,0.3169642857142857,0.09821428571428571,0.21875
499,0.3125,0.08928571428571429,0.2232142857142857
500,0.3482142857142857,0.125,0.2232142857142857
501,0.30357142857142855,0.11607142857142858,0.18749999999999997
502,0.32589285714285715,0.10714285714285714,0.21875
503,0.33035714285714285,0.10267857142857142,0.22767857142857142
504,0.3125,0.10714285714285714,0.20535714285714285
505,0.27232142857142855,0.09375,0.17857142857142855
506,0.30357142857142855,0.09821428571428571,0.20535714285714285
507,0.375,0.10714285714285714,0.26785714285714285
508,0.3169642857142857,0.10267857142857142,0.21428571428571427
509,0.33482142857142855,0.13839285714285715,0.1964285714285714
