observations,coverage_start,coverage_end,top_20_observations,bottom_20_observations,overall_large_move_rate,observed_top_20_rate,observed_bottom_20_rate,observed_top_minus_bottom,bootstrap_iterations,bootstrap_ci_95_lower,bootstrap_ci_95_upper,bootstrap_probability_difference_positive,permutation_iterations,permutation_one_sided_p_value,permutation_two_sided_p_value,bootstrap_ci_excludes_zero,permutation_significant_at_5pct,permutation_significant_at_1pct,statistical_status
1116,2022-03-07,2026-09-10,224,224,0.18010752688172044,0.32589285714285715,0.11160714285714286,0.2142857142857143,10000,0.13839285714285712,0.2901785714285714,1.0,10000,9.999000099990002e-05,9.999000099990002e-05,True,True,True,STATISTICALLY INTERESTING
