model,description,target,total_feature_rows,usable_rows,walk_forward_observations,coverage_start,coverage_end,feature_count,large_move_threshold,actual_large_move_rate,predicted_large_move_rate,min_train_rows,threshold,majority_accuracy,majority_balanced_accuracy,model_accuracy,model_balanced_accuracy,precision,recall,f1,roc_auc,brier
Model 10,Predict whether absolute NIFTY T+1 return is at least 1%,abs(nifty_t1_return) >= 1%,1389,1368,1116,2021-01-29,2026-09-11,30,0.01,0.18010752688172044,0.053763440860215055,252,0.5,0.8026315789473685,0.5,0.8216845878136201,0.5612674333251774,0.5166666666666667,0.15422885572139303,0.23754789272030652,0.6400347986841748,0.14335263008475693
