model,description,total_feature_rows,usable_rows,walk_forward_observations,coverage_start,coverage_end,target_positive_rate,min_train_rows,threshold,feature_count,majority_accuracy,majority_balanced_accuracy,previous_day_accuracy,previous_day_balanced_accuracy,model_accuracy,model_balanced_accuracy,precision,recall,f1,roc_auc,brier,predicted_positive_rate
Model 7,NIFTY history + breadth + momentum + relative strength + volume pressure,1389,1368,1116,2021-01-29,2026-09-11,0.5299707602339181,252,0.5,30,0.5299707602339181,0.5,0.5467836257309941,0.5451493537834504,0.5161290322580645,0.5093378607809846,0.5352517985611511,0.631578947368421,0.5794392523364486,0.5319149621620924,0.25908378551563405,0.6227598566308243
